colonia,calle,No.Casa,C.P.,Ciudad,lat,lon,geo_status,direccion_consultada,aprox_por_cp
5 DE MAYO,RAMON MARQUEZ,362,44970,Guadalajara,20.6248572,-103.3530714,OK,"RAMON MARQUEZ 362, 5 DE MAYO, 44970, Guadalajara, México",0
VILLA FONTANA DIAMANTE,AV LAS TORRES,1896,45200,zapopan,20.7793015,-103.4709142,OK,"AV LAS TORRES 1896, VILLA FONTANA DIAMANTE, 45200, zapopan, México",0
RINCONADA DE HUENTITAN,JOSE MARIA CANA,5128,44250,Guadalajara,20.7241389,-103.3199847,OK,"JOSE MARIA CANA 5128, RINCONADA DE HUENTITAN, 44250, Guadalajara, México",0
HOGARES GUADALAJARA,CIRCUNVALACION,258,44340,Guadalajara,20.69615,-103.3305,OK,"CIRCUNVALACION 258, HOGARES GUADALAJARA, 44340, Guadalajara, México",0
LINDAVISTA,ALLENDE,216,45169,zapopan,20.7225403,-103.3986393,OK,"ALLENDE 216, LINDAVISTA, 45169, zapopan, México",0
ECHEVERRIA,JOSE ROJO,958,44970,Guadalajara,20.6222964,-103.3610115,OK,"JOSE ROJO 958, ECHEVERRIA, 44970, Guadalajara, México",0
EJIDAL LOMA BONITA,PEDRO MORENO,3205,45085,zapopan,20.631308,-103.4017099,OK,"PEDRO MORENO 3205, EJIDAL LOMA BONITA, 45085, zapopan, México",0
PRADOS  GUADALUPE,G ROSSINI,428,45030,zapopan,20.6686559,-103.4349445,OK,"G ROSSINI 428, PRADOS  GUADALUPE, 45030, zapopan, México",0
MARAVILLA,HACIENDA DE GUA,1124,44700,Guadalajara,20.70084,-103.30447,OK,"HACIENDA DE GUA 1124, MARAVILLA, 44700, Guadalajara, México",0
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 2280, INDEPENDENCIA, 44290, Guadalajara, México",0
RESID LAS ARBOLEDAS,AURORA BOREAL N,4170,45070,zapopan,20.6282613,-103.4283633,OK,"AURORA BOREAL N 4170, RESID LAS ARBOLEDAS, 45070, zapopan, México",0
SANTA MARIA,SAN MATEO,1407,44350,Guadalajara,20.6879833,-103.3157372,OK,"SAN MATEO 1407, SANTA MARIA, 44350, Guadalajara, México",0
SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,20.6958496,-103.2980962,ZERO_RESULTS,"MELQUIADES CAMP 2289, SANTA ROSA, 44700, Guadalajara, México",1
FRACC CUSPIDE,VALLE DE TESIST,198,45200,zapopan,20.7957228,-103.4798676,OK,"VALLE DE TESIST 198, FRACC CUSPIDE, 45200, zapopan, México",0
FRACC REAL DEL BOSQUE,BERROCAL,449,45130,zapopan,20.7460708,-103.3969295,OK,"BERROCAL 449, FRACC REAL DEL BOSQUE, 45130, zapopan, México",0
PARQUES DE ZAPOPAN,OPALO,14,45138,zapopan,20.747504,-103.4189965,OK,"OPALO 14, PARQUES DE ZAPOPAN, 45138, zapopan, México",0
LAS AGUILAS,RIO TOMATLAN,800,45080,zapopan,20.6259866,-103.4079802,OK,"RIO TOMATLAN 800, LAS AGUILAS, 45080, zapopan, México",0
ARTESANOS,GENERAL EULOGIO,712,44200,Guadalajara,20.6868335,-103.3572848,ZERO_RESULTS,"GENERAL EULOGIO 712, ARTESANOS, 44200, Guadalajara, México",1
ALTAMIRA,AV AMERICA,580,45160,zapopan,20.7139958,-103.3832788,ZERO_RESULTS,"AV AMERICA 580, ALTAMIRA, 45160, zapopan, México",1
VICENTE GUERRERO,C CEDROS,15,45134,zapopan,20.7626388,-103.4496737,OK,"C CEDROS 15, VICENTE GUERRERO, 45134, zapopan, México",0
RINCONADA DL AUDITOR,ALBERTO CINTA,39,45180,zapopan,20.7367417,-103.3425667,OK,"ALBERTO CINTA 39, RINCONADA DL AUDITOR, 45180, zapopan, México",0
LOMAS DEL GALLO,FERNANDO SOLIS,1338,44760,Guadalajara,20.6791063,-103.2705275,OK,"FERNANDO SOLIS 1338, LOMAS DEL GALLO, 44760, Guadalajara, México",0
HELIODORO HERNANDEZ,MIGUEL SANCHEZ,3789,44720,Guadalajara,20.6948636,-103.2781313,OK,"MIGUEL SANCHEZ 3789, HELIODORO HERNANDEZ, 44720, Guadalajara, México",0
VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,zapopan,20.7793015,-103.4709142,OK,"ARENISCA 1896, VILLA FONTANA DIAMANTE, 45200, zapopan, México",0
LA PERLA,PEDRO LANDAZURI,733,44360,Guadalajara,20.6828464,-103.3325044,OK,"PEDRO LANDAZURI 733, LA PERLA, 44360, Guadalajara, México",0
VALLARTA SAN JORGE,TUCIDIDES,156,44690,Guadalajara,20.6782031,-103.3959828,OK,"TUCIDIDES 156, VALLARTA SAN JORGE, 44690, Guadalajara, México",0
PROGRESO,FRANCISCO SARAB,235,44730,Guadalajara,20.6724783,-103.3074779,OK,"FRANCISCO SARAB 235, PROGRESO, 44730, Guadalajara, México",0
COLLY SITIO,ROMANA,6570,45036,zapopan,20.6539128,-103.4391923,OK,"ROMANA 6570, COLLY SITIO, 45036, zapopan, México",0
PARQUE INDUST EL ALA,FUNDICION,2131,44490,Guadalajara,20.6255231,-103.3340945,OK,"FUNDICION 2131, PARQUE INDUST EL ALA, 44490, Guadalajara, México",0
OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,20.6958496,-103.2980962,OK,"HDA LAS CRUCES 2158, OBLATOS PONIENTE, 44700, Guadalajara, México",0
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,20.7361467,-103.3527111,ZERO_RESULTS,"PRIV LUIS G MON 337, VILLAS SAN IGNACIO, 45180, zapopan, México",1
FRACC CUSPIDE,CAMINO AL POTRE,1200,45200,zapopan,20.8038746,-103.4967173,OK,"CAMINO AL POTRE 1200, FRACC CUSPIDE, 45200, zapopan, México",0
LOMAS DE MIRAMAR,PUERTO TAMPICO,80,45060,zapopan,20.6401759,-103.4491199,OK,"PUERTO TAMPICO 80, LOMAS DE MIRAMAR, 45060, zapopan, México",0
EL MIRADOR,EMILIANO ZAPATA,780,44370,Guadalajara,20.6820247,-103.3161386,ZERO_RESULTS,"EMILIANO ZAPATA 780, EL MIRADOR, 44370, Guadalajara, México",1
RESIDENCIAL AZALEAS,SERVIDOR PUBLIC,1425,45230,zapopan,20.619359,-103.4540669,ZERO_RESULTS,"SERVIDOR PUBLIC 1425, RESIDENCIAL AZALEAS, 45230, zapopan, México",1
U H LAZARO CARDENAS,OTHON BLANCO CA,4087,44490,Guadalajara,20.6214684,-103.3341835,ZERO_RESULTS,"OTHON BLANCO CA 4087, U H LAZARO CARDENAS, 44490, Guadalajara, México",1
LA MOJONERA,DE BARAJAS,425,45134,zapopan,20.7883713,-103.4502935,OK,"DE BARAJAS 425, LA MOJONERA, 45134, zapopan, México",0
VIGIA I,DEL CORRAL,604,45140,zapopan,20.7316505,-103.3952503,OK,"DEL CORRAL 604, VIGIA I, 45140, zapopan, México",0
SANTA TERESITA,ALFREDO CHAVERO,16,44600,Guadalajara,20.6769383,-103.3717253,ZERO_RESULTS,"ALFREDO CHAVERO 16, SANTA TERESITA, 44600, Guadalajara, México",1
BEATRIZ HERNANDEZ,MARGARITA GUTIE,3497,44760,Guadalajara,20.6814629,-103.2848051,OK,"MARGARITA GUTIE 3497, BEATRIZ HERNANDEZ, 44760, Guadalajara, México",0
CANTEROS,PRIVADA CANTERO,1564,45190,zapopan,20.7209881,-103.3500652,ZERO_RESULTS,"PRIVADA CANTERO 1564, CANTEROS, 45190, zapopan, México",1
TABACHINES,PASEO DE LOS CH,3040,45188,zapopan,20.7408232,-103.3687889,OK,"PASEO DE LOS CH 3040, TABACHINES, 45188, zapopan, México",0
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,20.6615108,-103.2837726,OK,"JARDINES DE BAB 20, LA AURORA, 44790, Guadalajara, México",0
MESA DE LOS OCOTES,BETABEL,23,45189,zapopan,20.765936,-103.3434788,OK,"BETABEL 23, MESA DE LOS OCOTES, 45189, zapopan, México",0
JARDINES DEL NILO,MANUEL RIVERA C,2818,44860,Guadalajara,20.6446505,-103.2885224,OK,"MANUEL RIVERA C 2818, JARDINES DEL NILO, 44860, Guadalajara, México",0
OBLATOS PONIENTE,HACIENDA LA GAV,3208,44700,Guadalajara,20.6958496,-103.2980962,ZERO_RESULTS,"HACIENDA LA GAV 3208, OBLATOS PONIENTE, 44700, Guadalajara, México",1
LA ESPERANZA,IGUALDAD,186,44300,Guadalajara,20.7097772,-103.319574,OK,"IGUALDAD 186, LA ESPERANZA, 44300, Guadalajara, México",0
BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,20.6795627,-103.2728412,ZERO_RESULTS,"GAZA 1333, BEATRIZ HERNANDEZ, 44760, Guadalajara, México",1
MORELOS,PELICANO,1272,44910,Guadalajara,20.6492816,-103.3565418,OK,"PELICANO 1272, MORELOS, 44910, Guadalajara, México",0
LA LOMA,LUIS PAEZ BROTC,1574,44410,Guadalajara,20.6606419,-103.3218702,OK,"LUIS PAEZ BROTC 1574, LA LOMA, 44410, Guadalajara, México",0
EL ARENAL,CUAUHTEMOC,132,45350,zapopan,20.7727234,-103.6980862,OK,"CUAUHTEMOC 132, EL ARENAL, 45350, zapopan, México",0
MODERNA,AV ESPANA,1092,44190,Guadalajara,20.6592017,-103.3525373,OK,"AV ESPANA 1092, MODERNA, 44190, Guadalajara, México",0
CONDOMINIO MALAGA,AV CENTRAL,1351,45117,zapopan,20.6903559,-103.4331153,ZERO_RESULTS,"AV CENTRAL 1351, CONDOMINIO MALAGA, 45117, zapopan, México",1
SAN RAFAEL,CARLOS GONZALEZ,280,44810,Guadalajara,20.6570889,-103.2966814,OK,"CARLOS GONZALEZ 280, SAN RAFAEL, 44810, Guadalajara, México",0
VILLA DE GUADALUPE II,PABLO HIPOLITO,45,45189,zapopan,20.7528232,-103.3393454,OK,"PABLO HIPOLITO 45, VILLA DE GUADALUPE II, 45189, zapopan, México",0
TETLAN,JOSE RAMOS,4342,44820,Guadalajara,20.6607945,-103.2718488,OK,"JOSE RAMOS 4342, TETLAN, 44820, Guadalajara, México",0
EL MANANTIAL S REFOR,AVDE LA PATRIA,202,44470,Guadalajara,20.6220647,-103.3430786,OK,"AVDE LA PATRIA 202, EL MANANTIAL S REFOR, 44470, Guadalajara, México",0
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,20.6951433,-103.2768884,OK,"ROSA RODRIGUEZ 3876, BALCONES DE OBLATOS, 44720, Guadalajara, México",0
OBLATOS PONIENTE,JUAN PABLO II,3165,44700,Guadalajara,20.7017889,-103.2867249,OK,"JUAN PABLO II 3165, OBLATOS PONIENTE, 44700, Guadalajara, México",0
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,20.6915829,-103.287272,OK,"HACIENDA DEL CO 3363, ARANDAS, 44720, Guadalajara, México",0
VALLE DE LOS MOLINOS,BERNA,75,45200,zapopan,20.8557347,-103.4231866,OK,"BERNA 75, VALLE DE LOS MOLINOS, 45200, zapopan, México",0
VALENTIN GOMEZ FARIA,CANUTO ELIAS,3414,44977,Guadalajara,20.6191343,-103.3630249,OK,"CANUTO ELIAS 3414, VALENTIN GOMEZ FARIA, 44977, Guadalajara, México",0
SANTA ANA TEPETITLAN,HIDALGO,35,45230,zapopan,20.619359,-103.4540669,OK,"HIDALGO 35, SANTA ANA TEPETITLAN, 45230, zapopan, México",0
RINCONADA DEL BOSQUE,AV ECONOMOS,6951,44510,Guadalajara,20.6568141,-103.3955556,ZERO_RESULTS,"AV ECONOMOS 6951, RINCONADA DEL BOSQUE, 44510, Guadalajara, México",1
MIRAMAR,BAHIA MAGDALENA,5,45060,zapopan,20.6407578,-103.4490409,OK,"BAHIA MAGDALENA 5, MIRAMAR, 45060, zapopan, México",0
ELECTRICISTAS,RAMOS ARIZPE,451,44810,Guadalajara,20.6549543,-103.2980962,ZERO_RESULTS,"RAMOS ARIZPE 451, ELECTRICISTAS, 44810, Guadalajara, México",1
BOSQUE ESCONDIDO,PASEO DE LOS AL,10,45180,zapopan,20.7207014,-103.3709969,OK,"PASEO DE LOS AL 10, BOSQUE ESCONDIDO, 45180, zapopan, México",0
LOMAS DE POLANCO,RAMON ALCORTA,1597,44960,Guadalajara,20.6305683,-103.3687218,OK,"RAMON ALCORTA 1597, LOMAS DE POLANCO, 44960, Guadalajara, México",0
EL BRISE#O,CONSTELACION,7,45236,zapopan,20.622525,-103.4358741,OK,"CONSTELACION 7, EL BRISE#O, 45236, zapopan, México",0
CAMPO REAL,AV CAMPO REAL P,353,45134,zapopan,20.7853367,-103.4437062,OK,"AV CAMPO REAL P 353, CAMPO REAL, 45134, zapopan, México",0
1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,20.6225824,-103.3572848,ZERO_RESULTS,"CARLOS A CARRIL 527, 1RO DE MAYO 1A SECCI, 44970, Guadalajara, México",1
18 DE MARZO,FAJA DE ORO,1783,44960,Guadalajara,20.6350171,-103.3781856,OK,"FAJA DE ORO 1783, 18 DE MARZO, 44960, Guadalajara, México",0
