colonia,calle,No.Casa,C.P.,Ciudad,lat,lon,geo_status,direccion_consultada,aprox_por_cp
HELIODORO HERNANDEZ,MIGUEL SANCHEZ,3789,44720,Guadalajara,20.6948636,-103.2781313,OK,"MIGUEL SANCHEZ 3789, HELIODORO HERNANDEZ, 44720, Guadalajara, México",0
JARDINES DE LOS POET,JOSE FERNANDEZ,3365,44820,Guadalajara,20.6482827,-103.2880203,OK,"JOSE FERNANDEZ 3365, JARDINES DE LOS POET, 44820, Guadalajara, México",0
BATALLON SN PATRICIO,CALZADA INDEPEN,503,44300,Guadalajara,20.7164167,-103.3194369,OK,"CALZADA INDEPEN 503, BATALLON SN PATRICIO, 44300, Guadalajara, México",0
FRACC REAL DEL BOSQUE,BERROCAL,449,45130,zapopan,20.7460708,-103.3969295,OK,"BERROCAL 449, FRACC REAL DEL BOSQUE, 45130, zapopan, México",0
LA MARTINICA,PASEO DE LOS AL,79,45185,zapopan,20.7506343,-103.3630608,ZERO_RESULTS,"PASEO DE LOS AL 79, LA MARTINICA, 45185, zapopan, México",1
JARDINES DE LA CRUZ,ISLA MADAGASCAR,3111,44950,Guadalajara,20.6386379,-103.3861274,OK,"ISLA MADAGASCAR 3111, JARDINES DE LA CRUZ, 44950, Guadalajara, México",0
JARDINES DEL VERGEL,JARDIN DE NARDO,1527,45180,zapopan,20.7361467,-103.3527111,ZERO_RESULTS,"JARDIN DE NARDO 1527, JARDINES DEL VERGEL, 45180, zapopan, México",1
RESIDENCIAL AZALEAS,SERVIDOR PUBLIC,1425,45230,zapopan,20.619359,-103.4540669,ZERO_RESULTS,"SERVIDOR PUBLIC 1425, RESIDENCIAL AZALEAS, 45230, zapopan, México",1
MARAVILLA,HACIENDA DE GUA,1124,44700,Guadalajara,20.70084,-103.30447,OK,"HACIENDA DE GUA 1124, MARAVILLA, 44700, Guadalajara, México",0
REAL DE TESISTAN,PASEO DE LA ARB,176,45200,zapopan,20.7826297,-103.4722075,OK,"PASEO DE LA ARB 176, REAL DE TESISTAN, 45200, zapopan, México",0
OBREROS D L CONSTRUC,ABEDUL,274,44900,Guadalajara,20.6570961,-103.3668867,ZERO_RESULTS,"ABEDUL 274, OBREROS D L CONSTRUC, 44900, Guadalajara, México",1
U H LAZARO CARDENAS,OTHON BLANCO CA,4087,44490,Guadalajara,20.6214684,-103.3341835,ZERO_RESULTS,"OTHON BLANCO CA 4087, U H LAZARO CARDENAS, 44490, Guadalajara, México",1
FRACC MIRADOR D SN I,AV INDUSTRIA TE,2030,45133,zapopan,20.7539705,-103.3896942,OK,"AV INDUSTRIA TE 2030, FRACC MIRADOR D SN I, 45133, zapopan, México",0
U H EL SAUZ INF,JAIME TORRES B,3090,44987,Guadalajara,20.6236348,-103.3945976,OK,"JAIME TORRES B 3090, U H EL SAUZ INF, 44987, Guadalajara, México",0
MEZQUITAN COUNTRY,DIAGONAL NAJERA,1876,44260,Guadalajara,20.6923623,-103.3656108,OK,"DIAGONAL NAJERA 1876, MEZQUITAN COUNTRY, 44260, Guadalajara, México",0
HERMOSA PROVIN ZO TE,ARQUIMIDES,630,44770,Guadalajara,20.6710634,-103.2859073,OK,"ARQUIMIDES 630, HERMOSA PROVIN ZO TE, 44770, Guadalajara, México",0
CIUDAD DEL SOL,QUETZALCOATL,232,45050,zapopan,20.6494332,-103.4073144,OK,"QUETZALCOATL 232, CIUDAD DEL SOL, 45050, zapopan, México",0
FRACC REAL DEL BOSQUE,CALLE CAMPO REA,371,45130,zapopan,20.7553494,-103.3950919,OK,"CALLE CAMPO REA 371, FRACC REAL DEL BOSQUE, 45130, zapopan, México",0
DEL FRESNO,CIPRES,1738,44900,Guadalajara,20.6579742,-103.3660875,OK,"CIPRES 1738, DEL FRESNO, 44900, Guadalajara, México",0
PARQUE REVOLUCION,AV MIGUEL HIDAL,469,44100,Guadalajara,20.6771079,-103.3492079,OK,"AV MIGUEL HIDAL 469, PARQUE REVOLUCION, 44100, Guadalajara, México",0
LOMAS DEL PARADERO,LUIS QUINTANAR,746,44840,Guadalajara,20.6501203,-103.3200361,OK,"LUIS QUINTANAR 746, LOMAS DEL PARADERO, 44840, Guadalajara, México",0
ARTESANOS,GENERAL EULOGIO,712,44200,Guadalajara,20.6868335,-103.3572848,ZERO_RESULTS,"GENERAL EULOGIO 712, ARTESANOS, 44200, Guadalajara, México",1
CONDOMINIO MALAGA,AV CENTRAL,1351,45117,zapopan,20.6903559,-103.4331153,ZERO_RESULTS,"AV CENTRAL 1351, CONDOMINIO MALAGA, 45117, zapopan, México",1
OBLATOS PONIENTE,HACIENDA DE LAS,2299,44700,Guadalajara,20.6958496,-103.2980962,ZERO_RESULTS,"HACIENDA DE LAS 2299, OBLATOS PONIENTE, 44700, Guadalajara, México",1
U. H. BENITO JUAREZ II,CREDITO,4049,44770,Guadalajara,20.6660172,-103.2749591,OK,"CREDITO 4049, U. H. BENITO JUAREZ II, 44770, Guadalajara, México",0
JARDINES DEL NILO,MANUEL RIVERA C,2818,44860,Guadalajara,20.6446505,-103.2885224,OK,"MANUEL RIVERA C 2818, JARDINES DEL NILO, 44860, Guadalajara, México",0
EL BATAN,ANDADOR AGUA AZ,44,45190,zapopan,20.7221877,-103.3438725,OK,"ANDADOR AGUA AZ 44, EL BATAN, 45190, zapopan, México",0
OBLATOS PONIENTE,HACIENDA LA GAV,3208,44700,Guadalajara,20.6958496,-103.2980962,ZERO_RESULTS,"HACIENDA LA GAV 3208, OBLATOS PONIENTE, 44700, Guadalajara, México",1
VISTA HERMOSA,VISTA BONITA,739,45189,zapopan,20.7621201,-103.3342766,OK,"VISTA BONITA 739, VISTA HERMOSA, 45189, zapopan, México",0
VICTOR HUGO,PRIVADA COLON,150,45190,zapopan,20.7212215,-103.3545682,OK,"PRIVADA COLON 150, VICTOR HUGO, 45190, zapopan, México",0
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,20.7361467,-103.3527111,ZERO_RESULTS,"PRIV LUIS G MON 337, VILLAS SAN IGNACIO, 45180, zapopan, México",1
MIGUEL HIDALGO,15 DE SEPTIEMBR,3017,45186,zapopan,20.748824,-103.3408841,OK,"15 DE SEPTIEMBR 3017, MIGUEL HIDALGO, 45186, zapopan, México",0
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,20.6915829,-103.287272,OK,"HACIENDA DEL CO 3363, ARANDAS, 44720, Guadalajara, México",0
HELIODORO HERNANDEZ,CELIA PACHECO,3713,44720,Guadalajara,20.6963895,-103.2787599,OK,"CELIA PACHECO 3713, HELIODORO HERNANDEZ, 44720, Guadalajara, México",0
SAN ANDRES,AVELINO M PRESA,3335,44810,Guadalajara,20.6611419,-103.2904612,OK,"AVELINO M PRESA 3335, SAN ANDRES, 44810, Guadalajara, México",0
RESIDENCIAL TESISTAN,PARQUE MEXICANO,150,45200,zapopan,20.7990046,-103.4673951,OK,"PARQUE MEXICANO 150, RESIDENCIAL TESISTAN, 45200, zapopan, México",0
SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,20.6731521,-103.3081996,ZERO_RESULTS,"FELIX BERNARDEL 428, SAN JUAN BOSCO, 44730, Guadalajara, México",1
VILLA FONTANA DIAMANTE,FUENTE GRAFITO,8884,45200,zapopan,20.7794945,-103.4746692,OK,"FUENTE GRAFITO 8884, VILLA FONTANA DIAMANTE, 45200, zapopan, México",0
LADRON DE GUEVARA,FRAY LUIS DE PA,443,44600,Guadalajara,20.6769383,-103.3717253,OK,"FRAY LUIS DE PA 443, LADRON DE GUEVARA, 44600, Guadalajara, México",0
SAN ANDRES,CALLE B,165,44810,Guadalajara,20.6513248,-103.2983414,OK,"CALLE B 165, SAN ANDRES, 44810, Guadalajara, México",0
BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,20.6795627,-103.2728412,ZERO_RESULTS,"GAZA 1333, BEATRIZ HERNANDEZ, 44760, Guadalajara, México",1
RESIDENCIAL LA CRUZ,ISLA ABACO,3086,44950,Guadalajara,20.6372977,-103.3783132,OK,"ISLA ABACO 3086, RESIDENCIAL LA CRUZ, 44950, Guadalajara, México",0
BENITO JUAREZ,ADOLFO LOPEZ MA,4754,45199,zapopan,20.7313122,-103.3385042,OK,"ADOLFO LOPEZ MA 4754, BENITO JUAREZ, 45199, zapopan, México",0
LOMAS DE MIRAMAR,PUERTO TAMPICO,80,45060,zapopan,20.6401759,-103.4491199,OK,"PUERTO TAMPICO 80, LOMAS DE MIRAMAR, 45060, zapopan, México",0
GUADALUPANA,CELEDONIO PADIL,2162,44220,Guadalajara,20.710623,-103.3553701,OK,"CELEDONIO PADIL 2162, GUADALUPANA, 44220, Guadalajara, México",0
SANTA ANA TEPETITLAN,HIDALGO,35,45230,zapopan,20.619359,-103.4540669,OK,"HIDALGO 35, SANTA ANA TEPETITLAN, 45230, zapopan, México",0
PRADOS  GUADALUPE,G ROSSINI,428,45030,zapopan,20.6686559,-103.4349445,OK,"G ROSSINI 428, PRADOS  GUADALUPE, 45030, zapopan, México",0
1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,20.6225824,-103.3572848,ZERO_RESULTS,"CARLOS A CARRIL 527, 1RO DE MAYO 1A SECCI, 44970, Guadalajara, México",1
LOMAS DEL REFUGIO,AGUA PRIETA,111,45186,zapopan,20.7411317,-103.3355912,OK,"AGUA PRIETA 111, LOMAS DEL REFUGIO, 45186, zapopan, México",0
JARDINES DE STA ISAB,COMBATE DE SACR,228,44300,Guadalajara,20.7124734,-103.309643,ZERO_RESULTS,"COMBATE DE SACR 228, JARDINES DE STA ISAB, 44300, Guadalajara, México",1
JARDINES DEL NILO,HERNANDO ALVARA,3254,44860,Guadalajara,20.6436443,-103.2935933,OK,"HERNANDO ALVARA 3254, JARDINES DEL NILO, 44860, Guadalajara, México",0
12 DE DICIEMBRE,TRUENO,260,45068,zapopan,20.6491505,-103.4571066,OK,"TRUENO 260, 12 DE DICIEMBRE, 45068, zapopan, México",0
LA AURORA,SALVADOR LOPEZ,1750,44790,Guadalajara,20.6615108,-103.2837726,OK,"SALVADOR LOPEZ 1750, LA AURORA, 44790, Guadalajara, México",0
LOMAS DE MIRAMAR,URANIO,31,45060,zapopan,20.6391341,-103.4439519,ZERO_RESULTS,"URANIO 31, LOMAS DE MIRAMAR, 45060, zapopan, México",1
HDA SAN ISIDRO,LA VILLA,455,45147,zapopan,20.7303804,-103.3977222,OK,"LA VILLA 455, HDA SAN ISIDRO, 45147, zapopan, México",0
LA FLORESTA DEL COLLI,BOULEVARD PUERT,5430,45116,zapopan,20.7155297,-103.4193903,OK,"BOULEVARD PUERT 5430, LA FLORESTA DEL COLLI, 45116, zapopan, México",0
JARDINES DE LA PAZ,TEJEDORES,569,44860,Guadalajara,20.6474171,-103.3072189,OK,"TEJEDORES 569, JARDINES DE LA PAZ, 44860, Guadalajara, México",0
PASEOS DEL SOL,TOMAS BALCAZAR,5404,45079,zapopan,20.6371278,-103.4270208,OK,"TOMAS BALCAZAR 5404, PASEOS DEL SOL, 45079, zapopan, México",0
BLANCO Y CUELLAR,EMILIO RABAZA,2132,44730,Guadalajara,20.6795279,-103.3046447,OK,"EMILIO RABAZA 2132, BLANCO Y CUELLAR, 44730, Guadalajara, México",0
HOGARES D NVO MEXICO,AV AVIACION,36,45138,zapopan,20.7607636,-103.4394351,OK,"AV AVIACION 36, HOGARES D NVO MEXICO, 45138, zapopan, México",0
JARDINES  DEL BOSQUE,PLACERES,806,44520,zapopan,20.6652714,-103.3920469,OK,"PLACERES 806, JARDINES  DEL BOSQUE, 44520, zapopan, México",0
LOMAS DEL CENTINELA,PASEO DEL OLMO,328,45187,zapopan,20.7553425,-103.3792621,OK,"PASEO DEL OLMO 328, LOMAS DEL CENTINELA, 45187, zapopan, México",0
ARANDAS,HACIENDA LA ERR,1877,44720,Guadalajara,20.6886638,-103.2887465,OK,"HACIENDA LA ERR 1877, ARANDAS, 44720, Guadalajara, México",0
LADRON DE GUEVARA,AVENIDA MEXICO,2582,44600,Guadalajara,20.6800329,-103.3822859,OK,"AVENIDA MEXICO 2582, LADRON DE GUEVARA, 44600, Guadalajara, México",0
VALLE REAL,PASEO SAN ARTUR,685,45019,zapopan,20.724178,-103.4464948,OK,"PASEO SAN ARTUR 685, VALLE REAL, 45019, zapopan, México",0
LADRON DE GUEVARA,AVENIDA AMERICA,620,44600,Guadalajara,20.6875675,-103.3729412,OK,"AVENIDA AMERICA 620, LADRON DE GUEVARA, 44600, Guadalajara, México",0
LOMAS DE MIRAMAR,PUERTO CHAMELA,314,45060,zapopan,20.6386782,-103.4497318,OK,"PUERTO CHAMELA 314, LOMAS DE MIRAMAR, 45060, zapopan, México",0
PARQUES DE ZAPOPAN,OPALO,14,45138,zapopan,20.747504,-103.4189965,OK,"OPALO 14, PARQUES DE ZAPOPAN, 45138, zapopan, México",0
UNIDAD BELISARIO DOM,JOSE LUIS MORA,1212,44329,Guadalajara,20.6847872,-103.3218364,OK,"JOSE LUIS MORA 1212, UNIDAD BELISARIO DOM, 44329, Guadalajara, México",0
"FRACC, LOS MOLINOS",PLATA,70,45200,zapopan,20.8193378,-103.4428879,OK,"PLATA 70, FRACC, LOS MOLINOS, 45200, zapopan, México",0
EL ZAPOTE,TEZOZOMOC,4357,45050,zapopan,20.6546308,-103.415381,OK,"TEZOZOMOC 4357, EL ZAPOTE, 45050, zapopan, México",0
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 1676, INDEPENDENCIA PTE, 44290, Guadalajara, México",0
SAN CARLOS,LOS ANGELES,171,44460,Guadalajara,20.6580261,-103.3420607,OK,"LOS ANGELES 171, SAN CARLOS, 44460, Guadalajara, México",0
JARDINES DE LA CRUZ,AV ISALA RAZA,2460,44950,Guadalajara,20.6349829,-103.3912074,OK,"AV ISALA RAZA 2460, JARDINES DE LA CRUZ, 44950, Guadalajara, México",0
VALLARTA SAN JORGE,EUCLIDES,3302,44690,Guadalajara,20.6753011,-103.3981559,OK,"EUCLIDES 3302, VALLARTA SAN JORGE, 44690, Guadalajara, México",0
ARENALES TAPATIOS,AV GUADALUPE,132,45066,zapopan,20.6365725,-103.4603705,OK,"AV GUADALUPE 132, ARENALES TAPATIOS, 45066, zapopan, México",0
PENAL,PEDRO CELESTINO,482,44730,Guadalajara,20.6676605,-103.3011651,OK,"PEDRO CELESTINO 482, PENAL, 44730, Guadalajara, México",0
FRACC LOS PINOS,AV  COMPOSITORE,3850,45120,zapopan,20.6788618,-103.4074211,OK,"AV  COMPOSITORE 3850, FRACC LOS PINOS, 45120, zapopan, México",0
ECHEVERRIA,JOSE ARTEAGA,2985,44970,Guadalajara,20.6256839,-103.3666996,OK,"JOSE ARTEAGA 2985, ECHEVERRIA, 44970, Guadalajara, México",0
SAN MARCOS,CANTERA,819,44330,Guadalajara,20.6966917,-103.3150026,OK,"CANTERA 819, SAN MARCOS, 44330, Guadalajara, México",0
