colonia,calle,No.Casa,C.P.,Ciudad,lat,lon,geo_status,direccion_consultada
LOMAS DEL CENTINELA,PASEO DEL OLMO,328,45187,zapopan,20.7553425,-103.3792621,OK,"PASEO DEL OLMO 328, LOMAS DEL CENTINELA, 45187, zapopan, México"
BALCONES DE OBLATOS,HACIENDA DEL CA,2275,44720,Guadalajara,,,ZERO_RESULTS,"HACIENDA DEL CA 2275, BALCONES DE OBLATOS, 44720, Guadalajara, México"
EL COLLY URBANO I,VOLCAN VESUBIO,2321,45070,zapopan,20.6413488,-103.4276284,OK,"VOLCAN VESUBIO 2321, EL COLLY URBANO I, 45070, zapopan, México"
RESIDENCIAL TESISTAN,AV SAN MATEO,1115,45200,zapopan,20.7943588,-103.4682866,OK,"AV SAN MATEO 1115, RESIDENCIAL TESISTAN, 45200, zapopan, México"
18 DE MARZO,FAJA DE ORO,1783,44960,Guadalajara,20.6350171,-103.3781856,OK,"FAJA DE ORO 1783, 18 DE MARZO, 44960, Guadalajara, México"
VIGIA I,HERRADURA,242,45140,zapopan,20.7327359,-103.3937991,OK,"HERRADURA 242, VIGIA I, 45140, zapopan, México"
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 2280, INDEPENDENCIA, 44290, Guadalajara, México"
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 1676, INDEPENDENCIA PTE, 44290, Guadalajara, México"
LADRON DE GUEVARA,FRAY LUIS DE PA,443,44600,Guadalajara,20.6769383,-103.3717253,OK,"FRAY LUIS DE PA 443, LADRON DE GUEVARA, 44600, Guadalajara, México"
MORELOS,PELICANO,1272,44910,Guadalajara,20.6492816,-103.3565418,OK,"PELICANO 1272, MORELOS, 44910, Guadalajara, México"
SAN JUAN DE OCOTAN,MIGUEL MIRAMON,13,45019,zapopan,20.7069491,-103.4540669,OK,"MIGUEL MIRAMON 13, SAN JUAN DE OCOTAN, 45019, zapopan, México"
JARDINES D NVO MEXIC,SEGUNDA NORTE,5699,45138,zapopan,20.7692654,-103.4473724,OK,"SEGUNDA NORTE 5699, JARDINES D NVO MEXIC, 45138, zapopan, México"
VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,zapopan,20.7793015,-103.4709142,OK,"ARENISCA 1896, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
PASEOS DEL BRISE#O,PASEOS DE LOS I,1,45236,zapopan,20.6193793,-103.4352826,OK,"PASEOS DE LOS I 1, PASEOS DEL BRISE#O, 45236, zapopan, México"
RESIDENCIAL GUADALUP,MISION SAN PATR,350,45030,zapopan,20.655508,-103.4356686,OK,"MISION SAN PATR 350, RESIDENCIAL GUADALUP, 45030, zapopan, México"
PENAL,PEDRO CELESTINO,482,44730,Guadalajara,20.6676605,-103.3011651,OK,"PEDRO CELESTINO 482, PENAL, 44730, Guadalajara, México"
FRACC PALERMO,MARINA,204,45200,zapopan,20.8156952,-103.4614959,OK,"MARINA 204, FRACC PALERMO, 45200, zapopan, México"
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,20.6615108,-103.2837726,OK,"JARDINES DE BAB 20, LA AURORA, 44790, Guadalajara, México"
DEL FRESNO,CIPRES,1738,44900,Guadalajara,20.6579742,-103.3660875,OK,"CIPRES 1738, DEL FRESNO, 44900, Guadalajara, México"
TETLAN,AURELIA GUEVARA,3518,44820,Guadalajara,,,ZERO_RESULTS,"AURELIA GUEVARA 3518, TETLAN, 44820, Guadalajara, México"
INDIGENA D MEZQUITAN,18 DE MARZO,409,45190,zapopan,20.7385176,-103.3320104,OK,"18 DE MARZO 409, INDIGENA D MEZQUITAN, 45190, zapopan, México"
LINDAVISTA,ALLENDE,216,45169,zapopan,20.7225403,-103.3986393,OK,"ALLENDE 216, LINDAVISTA, 45169, zapopan, México"
ARENALES TAPATIOS,DIAMANTE,114,45066,zapopan,20.6340227,-103.4564579,OK,"DIAMANTE 114, ARENALES TAPATIOS, 45066, zapopan, México"
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,,,ZERO_RESULTS,"PRIV LUIS G MON 337, VILLAS SAN IGNACIO, 45180, zapopan, México"
BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,,,ZERO_RESULTS,"GAZA 1333, BEATRIZ HERNANDEZ, 44760, Guadalajara, México"
EL ARENAL,CUAUHTEMOC,132,45350,zapopan,20.7727234,-103.6980862,OK,"CUAUHTEMOC 132, EL ARENAL, 45350, zapopan, México"
BOSQUES D L VICTORIA,PENINSULA,2713,44540,Guadalajara,20.6469377,-103.392191,OK,"PENINSULA 2713, BOSQUES D L VICTORIA, 44540, Guadalajara, México"
COLINAS DE ATEMAJAC,AV AURELIO ORTE,1176,45170,zapopan,20.7208854,-103.3674014,OK,"AV AURELIO ORTE 1176, COLINAS DE ATEMAJAC, 45170, zapopan, México"
BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,20.7155528,-103.3156425,OK,"PRIV OPALO 17, BOSQUES D LA CANTERA, 44306, Guadalajara, México"
ECHEVERRIA,JOSE ROJO,958,44970,Guadalajara,20.6222964,-103.3610115,OK,"JOSE ROJO 958, ECHEVERRIA, 44970, Guadalajara, México"
MODERNA,AV ESPANA,1092,44190,Guadalajara,20.6592017,-103.3525373,OK,"AV ESPANA 1092, MODERNA, 44190, Guadalajara, México"
LA VENTA DEL ASTILLE,JILGEROS,33,45221,zapopan,20.7321971,-103.5392887,OK,"JILGEROS 33, LA VENTA DEL ASTILLE, 45221, zapopan, México"
PANORAMICA HUENTITAN,CALZADA,4500,44259,Guadalajara,20.7337268,-103.3077413,OK,"CALZADA 4500, PANORAMICA HUENTITAN, 44259, Guadalajara, México"
RINCONADA DE HUENTITAN,JOSE MARIA CANA,5128,44250,Guadalajara,20.7241389,-103.3199847,OK,"JOSE MARIA CANA 5128, RINCONADA DE HUENTITAN, 44250, Guadalajara, México"
ZALATE II,OTILIO GONZALEZ,1116,44760,Guadalajara,20.6793445,-103.2748488,OK,"OTILIO GONZALEZ 1116, ZALATE II, 44760, Guadalajara, México"
JARDINES DE LA CRUZ,AV ISALA RAZA,2460,44950,Guadalajara,20.6349829,-103.3912074,OK,"AV ISALA RAZA 2460, JARDINES DE LA CRUZ, 44950, Guadalajara, México"
12 DE DICIEMBRE,TRUENO,260,45068,zapopan,20.6491505,-103.4571066,OK,"TRUENO 260, 12 DE DICIEMBRE, 45068, zapopan, México"
EL MIRADOR,EMILIANO ZAPATA,780,44370,Guadalajara,,,ZERO_RESULTS,"EMILIANO ZAPATA 780, EL MIRADOR, 44370, Guadalajara, México"
CANTEROS,PRIVADA CANTERO,1564,45190,zapopan,,,ZERO_RESULTS,"PRIVADA CANTERO 1564, CANTEROS, 45190, zapopan, México"
PRADOS  GUADALUPE,G ROSSINI,428,45030,zapopan,20.6686559,-103.4349445,OK,"G ROSSINI 428, PRADOS  GUADALUPE, 45030, zapopan, México"
EL CENTRO,JUAREZ,400,44100,Guadalajara,20.6752833,-103.3487526,OK,"JUAREZ 400, EL CENTRO, 44100, Guadalajara, México"
PARQUE REVOLUCION,AV MIGUEL HIDAL,469,44100,Guadalajara,20.6771079,-103.3492079,OK,"AV MIGUEL HIDAL 469, PARQUE REVOLUCION, 44100, Guadalajara, México"
"FRACC, LOS MOLINOS",CTO OBSIDIANA,39,45200,zapopan,20.8476145,-103.4219418,OK,"CTO OBSIDIANA 39, FRACC, LOS MOLINOS, 45200, zapopan, México"
JARDINES DE LA CRUZ,ISLA MADAGASCAR,3111,44950,Guadalajara,20.6386379,-103.3861274,OK,"ISLA MADAGASCAR 3111, JARDINES DE LA CRUZ, 44950, Guadalajara, México"
SANTA FE,EMILIANO ZAPATA,574,45168,zapopan,20.7146168,-103.3916907,OK,"EMILIANO ZAPATA 574, SANTA FE, 45168, zapopan, México"
RINCONADA DEL BOSQUE,AV ECONOMOS,6951,44510,Guadalajara,,,ZERO_RESULTS,"AV ECONOMOS 6951, RINCONADA DEL BOSQUE, 44510, Guadalajara, México"
ARTESANOS,GENERAL EULOGIO,712,44200,Guadalajara,,,ZERO_RESULTS,"GENERAL EULOGIO 712, ARTESANOS, 44200, Guadalajara, México"
NUEVO MEXICO,COPALITA,2711,45138,zapopan,20.7647237,-103.4396973,OK,"COPALITA 2711, NUEVO MEXICO, 45138, zapopan, México"
SANTA ANA TEPETITLAN,HIDALGO,35,45230,zapopan,20.619359,-103.4540669,OK,"HIDALGO 35, SANTA ANA TEPETITLAN, 45230, zapopan, México"
ARENALES TAPATIOS,AV GUADALUPE,132,45066,zapopan,20.6365725,-103.4603705,OK,"AV GUADALUPE 132, ARENALES TAPATIOS, 45066, zapopan, México"
LA PERLA,PEDRO LANDAZURI,733,44360,Guadalajara,20.6828464,-103.3325044,OK,"PEDRO LANDAZURI 733, LA PERLA, 44360, Guadalajara, México"
EL MANANTIAL S REFOR,AVDE LA PATRIA,202,44470,Guadalajara,20.6220647,-103.3430786,OK,"AVDE LA PATRIA 202, EL MANANTIAL S REFOR, 44470, Guadalajara, México"
FRACC MIRADOR D SN I,AV INDUSTRIA TE,2030,45133,zapopan,20.7539705,-103.3896942,OK,"AV INDUSTRIA TE 2030, FRACC MIRADOR D SN I, 45133, zapopan, México"
SANTA MARIA,SAN MATEO,1407,44350,Guadalajara,20.6879833,-103.3157372,OK,"SAN MATEO 1407, SANTA MARIA, 44350, Guadalajara, México"
CAMPO REAL,AV CAMPO REAL P,353,45134,zapopan,20.7853367,-103.4437062,OK,"AV CAMPO REAL P 353, CAMPO REAL, 45134, zapopan, México"
MESA COLORADA PTE,NABO,543,45189,zapopan,20.7630106,-103.346334,OK,"NABO 543, MESA COLORADA PTE, 45189, zapopan, México"
JARDINES DEL NILO,HERNANDO ALVARA,3254,44860,Guadalajara,20.6436443,-103.2935933,OK,"HERNANDO ALVARA 3254, JARDINES DEL NILO, 44860, Guadalajara, México"
GENERAL REAL,PENSADOR MEXICA,1070,44400,Guadalajara,20.665244,-103.3312763,OK,"PENSADOR MEXICA 1070, GENERAL REAL, 44400, Guadalajara, México"
COLLY SITIO,ROMANA,6570,45036,zapopan,20.6539128,-103.4391923,OK,"ROMANA 6570, COLLY SITIO, 45036, zapopan, México"
U H EL SAUZ INF,JAIME TORRES B,3090,44987,Guadalajara,20.6236348,-103.3945976,OK,"JAIME TORRES B 3090, U H EL SAUZ INF, 44987, Guadalajara, México"
VALENTIN GOMEZ FARIA,JUAN DE DIOS CO,12,44977,Guadalajara,,,ZERO_RESULTS,"JUAN DE DIOS CO 12, VALENTIN GOMEZ FARIA, 44977, Guadalajara, México"
LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,20.6471994,-103.3132516,OK,"AV PRESIDENTE 2235, LOMAS DEL PRADERO, 44840, Guadalajara, México"
TRANSITO,AV CIRCUNVALANC,479,44298,Guadalajara,,,ZERO_RESULTS,"AV CIRCUNVALANC 479, TRANSITO, 44298, Guadalajara, México"
SAN VICENTE,PUERTO SOTO LA,2280,44330,Guadalajara,20.7021367,-103.3110864,OK,"PUERTO SOTO LA 2280, SAN VICENTE, 44330, Guadalajara, México"
LOS ROBLES,CALLE LOS ROBLE,395,45134,zapopan,,,ZERO_RESULTS,"CALLE LOS ROBLE 395, LOS ROBLES, 45134, zapopan, México"
MARAVILLA,SANTA JULIA,1334,44700,Guadalajara,20.6971899,-103.3050758,OK,"SANTA JULIA 1334, MARAVILLA, 44700, Guadalajara, México"
SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,,,ZERO_RESULTS,"MELQUIADES CAMP 2289, SANTA ROSA, 44700, Guadalajara, México"
VILLA FONTANA DIAMANTE,FUENTE GRAFITO,8884,45200,zapopan,20.7794945,-103.4746692,OK,"FUENTE GRAFITO 8884, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
RINCONADA DL AUDITOR,ALBERTO CINTA,39,45180,zapopan,20.7367417,-103.3425667,OK,"ALBERTO CINTA 39, RINCONADA DL AUDITOR, 45180, zapopan, México"
FRACC JARDINES DE BELEN,TORONJA,41,45200,zapopan,20.8127107,-103.482546,OK,"TORONJA 41, FRACC JARDINES DE BELEN, 45200, zapopan, México"
MIGUEL HIDALGO,15 DE SEPTIEMBR,3017,45186,zapopan,20.748824,-103.3408841,OK,"15 DE SEPTIEMBR 3017, MIGUEL HIDALGO, 45186, zapopan, México"
VIGIA I,DEL CORRAL,604,45140,zapopan,20.7316505,-103.3952503,OK,"DEL CORRAL 604, VIGIA I, 45140, zapopan, México"
DIVISION DEL NORTE,BENEDICTO LOPEZ,399,44230,Guadalajara,20.7233681,-103.3372547,OK,"BENEDICTO LOPEZ 399, DIVISION DEL NORTE, 44230, Guadalajara, México"
TABACHINES,PASEO DE LOS AV,3101,45188,zapopan,20.7408232,-103.3687889,OK,"PASEO DE LOS AV 3101, TABACHINES, 45188, zapopan, México"
RANCHO NUEVO,DOMINGO RAMIRE,1150,44240,Guadalajara,20.7209179,-103.331296,OK,"DOMINGO RAMIRE 1150, RANCHO NUEVO, 44240, Guadalajara, México"
EJIDAL LOMA BONITA,PEDRO MORENO,3308,45085,zapopan,20.6318701,-103.4051802,OK,"PEDRO MORENO 3308, EJIDAL LOMA BONITA, 45085, zapopan, México"
VISTA HERMOSA,AV VISTA HERMO,3763,45189,zapopan,20.7595336,-103.3334617,OK,"AV VISTA HERMO 3763, VISTA HERMOSA, 45189, zapopan, México"
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,20.6951433,-103.2768884,OK,"ROSA RODRIGUEZ 3876, BALCONES DE OBLATOS, 44720, Guadalajara, México"
"FRACC, LOS MOLINOS",PLATA,70,45200,zapopan,20.8193378,-103.4428879,OK,"PLATA 70, FRACC, LOS MOLINOS, 45200, zapopan, México"
EL FORTIN,ALAMO,1359,45066,zapopan,20.6311593,-103.4835357,OK,"ALAMO 1359, EL FORTIN, 45066, zapopan, México"
LOMAS DEL PARADERO,LUIS QUINTANAR,746,44840,Guadalajara,20.6501203,-103.3200361,OK,"LUIS QUINTANAR 746, LOMAS DEL PARADERO, 44840, Guadalajara, México"
LAGOS D OTE ZONA TET,LICURGO,336,44770,Guadalajara,,,ZERO_RESULTS,"LICURGO 336, LAGOS D OTE ZONA TET, 44770, Guadalajara, México"
HIGUERILLAS,MARIANO RODRIGU,2669,44470,Guadalajara,20.6327983,-103.3489234,OK,"MARIANO RODRIGU 2669, HIGUERILLAS, 44470, Guadalajara, México"
CANTARRANAS,MIGUEL BERNAL,3327,44829,Guadalajara,20.6582857,-103.2879025,OK,"MIGUEL BERNAL 3327, CANTARRANAS, 44829, Guadalajara, México"
INF LA TUZANIA,AV DE LAS PALME,1246,45138,zapopan,20.7344508,-103.4162516,OK,"AV DE LAS PALME 1246, INF LA TUZANIA, 45138, zapopan, México"
