colonia,calle,No.Casa,C.P.,Ciudad,lat,lon,geo_status,direccion_consultada
JARDINES DEL NILO,HERNANDO ALVARA,3254,44860,Guadalajara,20.6436443,-103.2935933,OK,"HERNANDO ALVARA 3254, JARDINES DEL NILO, 44860, Guadalajara, México"
ARANDAS,HACIENDA LA ERR,1877,44720,Guadalajara,20.6886638,-103.2887465,OK,"HACIENDA LA ERR 1877, ARANDAS, 44720, Guadalajara, México"
BATALLON SN PATRICIO,CALZADA INDEPEN,503,44300,Guadalajara,20.7164167,-103.3194369,OK,"CALZADA INDEPEN 503, BATALLON SN PATRICIO, 44300, Guadalajara, México"
MIRAVALLE,JOSE JARAMILLO,526,44990,Guadalajara,20.6155611,-103.3527505,OK,"JOSE JARAMILLO 526, MIRAVALLE, 44990, Guadalajara, México"
RANCHO NUEVO,CELERINO NAVARR,4135,44240,zapopan,20.7173252,-103.3226322,OK,"CELERINO NAVARR 4135, RANCHO NUEVO, 44240, zapopan, México"
RNDA DE PAZ,ALBANILES,543,44860,Guadalajara,20.6480281,-103.307817,OK,"ALBANILES 543, RNDA DE PAZ, 44860, Guadalajara, México"
BENITO JUAREZ,ADOLFO LOPEZ MA,4754,45199,zapopan,20.7313122,-103.3385042,OK,"ADOLFO LOPEZ MA 4754, BENITO JUAREZ, 45199, zapopan, México"
RINCONADA DE HUENTITAN,JOSE MARIA CANA,5128,44250,Guadalajara,20.7241389,-103.3199847,OK,"JOSE MARIA CANA 5128, RINCONADA DE HUENTITAN, 44250, Guadalajara, México"
COLINAS DEL REY,AV TORREMOLINOS,3500,45130,zapopan,20.7529511,-103.4073257,OK,"AV TORREMOLINOS 3500, COLINAS DEL REY, 45130, zapopan, México"
MIRAVALLE,MAURICIO CAMPOS,512,44990,Guadalajara,20.6099475,-103.344742,OK,"MAURICIO CAMPOS 512, MIRAVALLE, 44990, Guadalajara, México"
18 DE MARZO,FAJA DE ORO,1783,44960,Guadalajara,20.6350171,-103.3781856,OK,"FAJA DE ORO 1783, 18 DE MARZO, 44960, Guadalajara, México"
SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,,,ZERO_RESULTS,"FELIX BERNARDEL 428, SAN JUAN BOSCO, 44730, Guadalajara, México"
ARENALES TAPATIOS,CROMITA,69,45066,zapopan,20.6333153,-103.4591793,OK,"CROMITA 69, ARENALES TAPATIOS, 45066, zapopan, México"
ZONA INDUSTRIAL SUR,CALLE 16,2526,44940,Guadalajara,20.6380989,-103.3609312,OK,"CALLE 16 2526, ZONA INDUSTRIAL SUR, 44940, Guadalajara, México"
VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,zapopan,20.7793015,-103.4709142,OK,"ARENISCA 1896, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
LOMAS DEL REFUGIO,AGUA PRIETA,111,45186,zapopan,20.7411317,-103.3355912,OK,"AGUA PRIETA 111, LOMAS DEL REFUGIO, 45186, zapopan, México"
JARDINES DE LA CRUZ,REYES CATOLICOS,2151,44950,Guadalajara,20.6456359,-103.3754284,OK,"REYES CATOLICOS 2151, JARDINES DE LA CRUZ, 44950, Guadalajara, México"
FEDERALISMO,MONTE HIMALAYA,1416,44350,Guadalajara,20.6915679,-103.3171196,OK,"MONTE HIMALAYA 1416, FEDERALISMO, 44350, Guadalajara, México"
LAS AGUILAS,RIO TOMATLAN,800,45080,zapopan,20.6259866,-103.4079802,OK,"RIO TOMATLAN 800, LAS AGUILAS, 45080, zapopan, México"
DEL FRESNO,CIPRES,1738,44900,Guadalajara,20.6579742,-103.3660875,OK,"CIPRES 1738, DEL FRESNO, 44900, Guadalajara, México"
U H ATLAS,RIO VOLGA,1386,44870,Guadalajara,20.6506175,-103.3306929,OK,"RIO VOLGA 1386, U H ATLAS, 44870, Guadalajara, México"
DIVISION DEL NORTE,BENEDICTO LOPEZ,399,44230,Guadalajara,20.7233681,-103.3372547,OK,"BENEDICTO LOPEZ 399, DIVISION DEL NORTE, 44230, Guadalajara, México"
EL BATAN,ALCALDE,288,45190,zapopan,20.7208648,-103.3458239,OK,"ALCALDE 288, EL BATAN, 45190, zapopan, México"
LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,20.6471994,-103.3132516,OK,"AV PRESIDENTE 2235, LOMAS DEL PRADERO, 44840, Guadalajara, México"
SAN JUAN DE OCOTAN,MIGUEL MIRAMON,13,45019,zapopan,20.7069491,-103.4540669,OK,"MIGUEL MIRAMON 13, SAN JUAN DE OCOTAN, 45019, zapopan, México"
LADRON DE GUEVARA,AVENIDA MEXICO,2582,44600,Guadalajara,20.6800329,-103.3822859,OK,"AVENIDA MEXICO 2582, LADRON DE GUEVARA, 44600, Guadalajara, México"
AGRICOLA,DALIA,138,45236,zapopan,20.6164199,-103.4309929,OK,"DALIA 138, AGRICOLA, 45236, zapopan, México"
JARDINES DE LOS POET,JOSE FERNANDEZ,3365,44820,Guadalajara,20.6482827,-103.2880203,OK,"JOSE FERNANDEZ 3365, JARDINES DE LOS POET, 44820, Guadalajara, México"
IXTLAHUACAN DEL RIO,HDA SAN MIGUEL,10,45260,zapopan,20.8692461,-103.2355005,OK,"HDA SAN MIGUEL 10, IXTLAHUACAN DEL RIO, 45260, zapopan, México"
AGRICOLA,DALIA,138,45236,zapopan,20.6164199,-103.4309929,OK,"DALIA 138, AGRICOLA, 45236, zapopan, México"
U H LAZARO CARDENAS,OTHON BLANCO CA,4087,44490,Guadalajara,,,ZERO_RESULTS,"OTHON BLANCO CA 4087, U H LAZARO CARDENAS, 44490, Guadalajara, México"
MESA DE LOS OCOTES,PASEO DE LOS PI,3153,45189,zapopan,,,ZERO_RESULTS,"PASEO DE LOS PI 3153, MESA DE LOS OCOTES, 45189, zapopan, México"
RESIDENCIAL TESISTAN,AV SAN MATEO,1115,45200,zapopan,20.7943588,-103.4682866,OK,"AV SAN MATEO 1115, RESIDENCIAL TESISTAN, 45200, zapopan, México"
5 DE MAYO,RAMON MARQUEZ,362,44970,Guadalajara,20.6248572,-103.3530714,OK,"RAMON MARQUEZ 362, 5 DE MAYO, 44970, Guadalajara, México"
ARTESANOS,GENERAL EULOGIO,712,44200,Guadalajara,,,ZERO_RESULTS,"GENERAL EULOGIO 712, ARTESANOS, 44200, Guadalajara, México"
MESA COLORADA PTE,NABO,543,45189,zapopan,20.7630106,-103.346334,OK,"NABO 543, MESA COLORADA PTE, 45189, zapopan, México"
OBLATOS PONIENTE,HACIENDA DE TAL,2191,44700,Guadalajara,,,ZERO_RESULTS,"HACIENDA DE TAL 2191, OBLATOS PONIENTE, 44700, Guadalajara, México"
18 DE MARZO,NATIVIDAD MACIA,1326,44960,Guadalajara,20.6333595,-103.369541,OK,"NATIVIDAD MACIA 1326, 18 DE MARZO, 44960, Guadalajara, México"
RESIDENC LA ESTANCIA,WOLFANG AMADEUS,5552,45030,zapopan,,,ZERO_RESULTS,"WOLFANG AMADEUS 5552, RESIDENC LA ESTANCIA, 45030, zapopan, México"
JARDINES DEL VERGEL,JARDIN DE NARDO,1527,45180,zapopan,,,ZERO_RESULTS,"JARDIN DE NARDO 1527, JARDINES DEL VERGEL, 45180, zapopan, México"
OBREROS D L CONSTRUC,ABEDUL,274,44900,Guadalajara,,,ZERO_RESULTS,"ABEDUL 274, OBREROS D L CONSTRUC, 44900, Guadalajara, México"
VIGIA I,HERRADURA,242,45140,zapopan,20.7327359,-103.3937991,OK,"HERRADURA 242, VIGIA I, 45140, zapopan, México"
AYUNTAMIENTO,BERNARDO DE BAL,1170,44620,Guadalajara,,,ZERO_RESULTS,"BERNARDO DE BAL 1170, AYUNTAMIENTO, 44620, Guadalajara, México"
12 DE DICIEMBRE,TRUENO,260,45068,zapopan,20.6491505,-103.4571066,OK,"TRUENO 260, 12 DE DICIEMBRE, 45068, zapopan, México"
LA CAMPESINA,JOSE MARIA SARM,1488,44769,Guadalajara,20.682162,-103.2688117,OK,"JOSE MARIA SARM 1488, LA CAMPESINA, 44769, Guadalajara, México"
U H EL ZALATE,JOSE FERNANDEZ,1123,44760,Guadalajara,20.6786279,-103.2740842,OK,"JOSE FERNANDEZ 1123, U H EL ZALATE, 44760, Guadalajara, México"
VILLA FONTANA DIAMANTE,AV JADE,86,45200,zapopan,20.8076489,-103.4821394,OK,"AV JADE 86, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
TETLAN,GIGANTES,108,44820,Guadalajara,,,ZERO_RESULTS,"GIGANTES 108, TETLAN, 44820, Guadalajara, México"
EL COLLY URBANO I,VOLCAN VESUBIO,2321,45070,zapopan,20.6413488,-103.4276284,OK,"VOLCAN VESUBIO 2321, EL COLLY URBANO I, 45070, zapopan, México"
CIUDAD GRANJA,CALZ DE LOS LA,164,45010,zapopan,20.6782083,-103.4482868,OK,"CALZ DE LOS LA 164, CIUDAD GRANJA, 45010, zapopan, México"
MORELOS,PELICANO,1272,44910,Guadalajara,20.6492816,-103.3565418,OK,"PELICANO 1272, MORELOS, 44910, Guadalajara, México"
MARAVILLA,HACIENDA DE GUA,1124,44700,Guadalajara,20.70084,-103.30447,OK,"HACIENDA DE GUA 1124, MARAVILLA, 44700, Guadalajara, México"
EL MANANTIAL S REFOR,AVDE LA PATRIA,202,44470,Guadalajara,20.6220647,-103.3430786,OK,"AVDE LA PATRIA 202, EL MANANTIAL S REFOR, 44470, Guadalajara, México"
SAN MARCOS,CANTERA,819,44330,Guadalajara,20.6966917,-103.3150026,OK,"CANTERA 819, SAN MARCOS, 44330, Guadalajara, México"
SANTA TERESITA,ALFREDO CHAVERO,16,44600,Guadalajara,,,ZERO_RESULTS,"ALFREDO CHAVERO 16, SANTA TERESITA, 44600, Guadalajara, México"
UNIDAD MEXICO,CDA QUERETARO,278,45120,zapopan,20.6804818,-103.403984,OK,"CDA QUERETARO 278, UNIDAD MEXICO, 45120, zapopan, México"
FRACC REAL DEL BOSQUE,BERROCAL,449,45130,zapopan,20.7460708,-103.3969295,OK,"BERROCAL 449, FRACC REAL DEL BOSQUE, 45130, zapopan, México"
VIGIA I,DEL CORRAL,604,45140,zapopan,20.7316505,-103.3952503,OK,"DEL CORRAL 604, VIGIA I, 45140, zapopan, México"
REAL DE VALDEPE?S,ALAMBIQUE,51,45130,zapopan,20.7561115,-103.4015168,OK,"ALAMBIQUE 51, REAL DE VALDEPE?S, 45130, zapopan, México"
TABACHINES,PASEO DE LOS CH,3040,45188,zapopan,20.7408232,-103.3687889,OK,"PASEO DE LOS CH 3040, TABACHINES, 45188, zapopan, México"
CIUDAD DEL SOL,QUETZALCOATL,232,45050,zapopan,20.6494332,-103.4073144,OK,"QUETZALCOATL 232, CIUDAD DEL SOL, 45050, zapopan, México"
MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,20.6155632,-103.3466663,OK,"HERMENEGILDO BU 4308, MIRAVALLE II, 44990, Guadalajara, México"
EL CARMEN,FRANCISCO MARCO,2616,44980,Guadalajara,20.6245424,-103.385549,OK,"FRANCISCO MARCO 2616, EL CARMEN, 44980, Guadalajara, México"
MESA COLORADA PTE,ANAHUAC,52,45189,zapopan,20.7701033,-103.3538012,OK,"ANAHUAC 52, MESA COLORADA PTE, 45189, zapopan, México"
CIRCUNVAL VALLARTA,REFORMA,2749,44680,Guadalajara,20.6809709,-103.3854452,OK,"REFORMA 2749, CIRCUNVAL VALLARTA, 44680, Guadalajara, México"
LOMAS DE RIO VERDE,DEMOSTENES,3550,44720,Guadalajara,20.685375,-103.2847818,OK,"DEMOSTENES 3550, LOMAS DE RIO VERDE, 44720, Guadalajara, México"
HUENTITAN EL BAJO,VOLCAN MAIPO,340,44250,Guadalajara,20.7418207,-103.3153473,OK,"VOLCAN MAIPO 340, HUENTITAN EL BAJO, 44250, Guadalajara, México"
LA MOJONERA,DE BARAJAS,425,45134,zapopan,20.7883713,-103.4502935,OK,"DE BARAJAS 425, LA MOJONERA, 45134, zapopan, México"
GARIBAY,DAMASCO,785,44750,Guadalajara,20.6736568,-103.295105,OK,"DAMASCO 785, GARIBAY, 44750, Guadalajara, México"
BARRIO ANALCO,ABASOLO,147,44450,Guadalajara,20.6686628,-103.3358207,OK,"ABASOLO 147, BARRIO ANALCO, 44450, Guadalajara, México"
REAL DE TESISTAN,PRIVADA EMILIAN,28,45200,zapopan,20.7849879,-103.4749095,OK,"PRIVADA EMILIAN 28, REAL DE TESISTAN, 45200, zapopan, México"
CANTARRANAS,MIGUEL BERNAL,3327,44829,Guadalajara,20.6582857,-103.2879025,OK,"MIGUEL BERNAL 3327, CANTARRANAS, 44829, Guadalajara, México"
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,,,ZERO_RESULTS,"PRIV LUIS G MON 337, VILLAS SAN IGNACIO, 45180, zapopan, México"
EL BRISE#O,CONSTELACION,7,45236,zapopan,20.622525,-103.4358741,OK,"CONSTELACION 7, EL BRISE#O, 45236, zapopan, México"
JARDINES D NVO MEXIC,SEGUNDA NORTE,5699,45138,zapopan,20.7692654,-103.4473724,OK,"SEGUNDA NORTE 5699, JARDINES D NVO MEXIC, 45138, zapopan, México"
HERMOSA PROVIN ZO TE,ARQUIMIDES,630,44770,Guadalajara,20.6710634,-103.2859073,OK,"ARQUIMIDES 630, HERMOSA PROVIN ZO TE, 44770, Guadalajara, México"
VILLA DE GUADALUPE II,PABLO HIPOLITO,45,45189,zapopan,20.7528232,-103.3393454,OK,"PABLO HIPOLITO 45, VILLA DE GUADALUPE II, 45189, zapopan, México"
LOMAS DL VALLE VI UN,CANCER,3992,45129,zapopan,20.6850906,-103.4083204,OK,"CANCER 3992, LOMAS DL VALLE VI UN, 45129, zapopan, México"
INF LA TUZANIA,AND OYAMELES,1124,45138,zapopan,20.7373175,-103.4153366,OK,"AND OYAMELES 1124, INF LA TUZANIA, 45138, zapopan, México"
"FRACC, LOS MOLINOS",PLATA,70,45200,zapopan,20.8193378,-103.4428879,OK,"PLATA 70, FRACC, LOS MOLINOS, 45200, zapopan, México"
ZALATE II,OTILIO GONZALEZ,1116,44760,Guadalajara,20.6793445,-103.2748488,OK,"OTILIO GONZALEZ 1116, ZALATE II, 44760, Guadalajara, México"
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,20.6915829,-103.287272,OK,"HACIENDA DEL CO 3363, ARANDAS, 44720, Guadalajara, México"
U H EL SAUZ INF,JAIME TORRES B,3090,44987,Guadalajara,20.6236348,-103.3945976,OK,"JAIME TORRES B 3090, U H EL SAUZ INF, 44987, Guadalajara, México"
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 2280, INDEPENDENCIA, 44290, Guadalajara, México"
LOMAS DE MIRAMAR,URANIO,31,45060,zapopan,,,ZERO_RESULTS,"URANIO 31, LOMAS DE MIRAMAR, 45060, zapopan, México"
VALLE REAL,AV RAMON CORONA,2748,45019,zapopan,20.7350169,-103.4591247,OK,"AV RAMON CORONA 2748, VALLE REAL, 45019, zapopan, México"
BOSQUES D L VICTORIA,PENINSULA,2713,44540,Guadalajara,20.6469377,-103.392191,OK,"PENINSULA 2713, BOSQUES D L VICTORIA, 44540, Guadalajara, México"
LA HACIENDITA,SAN MARTIN,2341,45230,zapopan,20.614487,-103.4510511,OK,"SAN MARTIN 2341, LA HACIENDITA, 45230, zapopan, México"
PANORAMICA HUENTITAN,CALZADA,4500,44259,Guadalajara,20.7337268,-103.3077413,OK,"CALZADA 4500, PANORAMICA HUENTITAN, 44259, Guadalajara, México"
LOMAS DE MIRAMAR,PUERTO CHAMELA,314,45060,zapopan,20.6386782,-103.4497318,OK,"PUERTO CHAMELA 314, LOMAS DE MIRAMAR, 45060, zapopan, México"
EL FORTIN,ALAMO,1359,45066,zapopan,20.6311593,-103.4835357,OK,"ALAMO 1359, EL FORTIN, 45066, zapopan, México"
TIERRA RESIDENCIAL,SAN MATEO,2010,45200,zapopan,20.8028183,-103.4708175,OK,"SAN MATEO 2010, TIERRA RESIDENCIAL, 45200, zapopan, México"
OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,20.6958496,-103.2980962,OK,"HDA LAS CRUCES 2158, OBLATOS PONIENTE, 44700, Guadalajara, México"
BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,,,ZERO_RESULTS,"GAZA 1333, BEATRIZ HERNANDEZ, 44760, Guadalajara, México"
REVOLUCION SEGUNDA SECCION,REVOLUCION,51,45200,zapopan,20.8271097,-103.4344083,OK,"REVOLUCION 51, REVOLUCION SEGUNDA SECCION, 45200, zapopan, México"
TETLAN,JOSE RAMOS,4342,44820,Guadalajara,20.6607945,-103.2718488,OK,"JOSE RAMOS 4342, TETLAN, 44820, Guadalajara, México"
AGRICOLA,OBELISCO,138,45236,zapopan,20.6161301,-103.4323465,OK,"OBELISCO 138, AGRICOLA, 45236, zapopan, México"
RESIDENCIAL AZALEAS,SERVIDOR PUBLIC,1425,45230,zapopan,,,ZERO_RESULTS,"SERVIDOR PUBLIC 1425, RESIDENCIAL AZALEAS, 45230, zapopan, México"
BUGAMBILIAS,PASEO DE LA VIC,4952,45238,zapopan,20.6024902,-103.4469054,OK,"PASEO DE LA VIC 4952, BUGAMBILIAS, 45238, zapopan, México"
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,20.6951433,-103.2768884,OK,"ROSA RODRIGUEZ 3876, BALCONES DE OBLATOS, 44720, Guadalajara, México"
MESA DE LOS OCOTES,BETABEL,23,45189,zapopan,20.765936,-103.3434788,OK,"BETABEL 23, MESA DE LOS OCOTES, 45189, zapopan, México"
HIGUERILLAS,MARIANO RODRIGU,2669,44470,Guadalajara,20.6327983,-103.3489234,OK,"MARIANO RODRIGU 2669, HIGUERILLAS, 44470, Guadalajara, México"
ECHEVERRIA,JOSE ARTEAGA,2985,44970,Guadalajara,20.6256839,-103.3666996,OK,"JOSE ARTEAGA 2985, ECHEVERRIA, 44970, Guadalajara, México"
LADRON DE GUEVARA,FRAY LUIS DE PA,443,44600,Guadalajara,20.6769383,-103.3717253,OK,"FRAY LUIS DE PA 443, LADRON DE GUEVARA, 44600, Guadalajara, México"
VILLA VICENTE GUERRE,ISLA USTICA,3318,44860,Guadalajara,20.6475392,-103.2995395,OK,"ISLA USTICA 3318, VILLA VICENTE GUERRE, 44860, Guadalajara, México"
RESID LAS ARBOLEDAS,AURORA BOREAL N,4170,45070,zapopan,20.6282613,-103.4283633,OK,"AURORA BOREAL N 4170, RESID LAS ARBOLEDAS, 45070, zapopan, México"
MEZQUITAN COUNTRY,DIAGONAL NAJERA,1876,44260,Guadalajara,20.6923623,-103.3656108,OK,"DIAGONAL NAJERA 1876, MEZQUITAN COUNTRY, 44260, Guadalajara, México"
TALPITA,SANTO TOMAS,1786,44719,Guadalajara,20.6835307,-103.3103183,OK,"SANTO TOMAS 1786, TALPITA, 44719, Guadalajara, México"
VILLA UNIVESITARIA,AV PATRIA,1446,45110,zapopan,20.697359,-103.4155674,OK,"AV PATRIA 1446, VILLA UNIVESITARIA, 45110, zapopan, México"
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 1676, INDEPENDENCIA PTE, 44290, Guadalajara, México"
OBLATOS PONIENTE,JUAN PABLO II,3165,44700,Guadalajara,20.7017889,-103.2867249,OK,"JUAN PABLO II 3165, OBLATOS PONIENTE, 44700, Guadalajara, México"
BLANCO Y CUELLAR,EMILIO RABAZA,2132,44730,Guadalajara,20.6795279,-103.3046447,OK,"EMILIO RABAZA 2132, BLANCO Y CUELLAR, 44730, Guadalajara, México"
EL COLLY URBANO I,MELCHOR OCAMPO,1233,45070,zapopan,20.6448667,-103.4405716,OK,"MELCHOR OCAMPO 1233, EL COLLY URBANO I, 45070, zapopan, México"
EJIDAL LOMA BONITA,PEDRO MORENO,3308,45085,zapopan,20.6318701,-103.4051802,OK,"PEDRO MORENO 3308, EJIDAL LOMA BONITA, 45085, zapopan, México"
FRACC REAL DEL BOSQUE,CALLE CAMPO REA,371,45130,zapopan,20.7553494,-103.3950919,OK,"CALLE CAMPO REA 371, FRACC REAL DEL BOSQUE, 45130, zapopan, México"
COLINAS D LA PRIMAVE,CASCADA,147,45066,zapopan,20.6372165,-103.470043,OK,"CASCADA 147, COLINAS D LA PRIMAVE, 45066, zapopan, México"
OBLATOS,AV JUAN PABLO L,3165,44700,Guadalajara,,,ZERO_RESULTS,"AV JUAN PABLO L 3165, OBLATOS, 44700, Guadalajara, México"
LOS ROBLES,CALLE LOS ROBLE,395,45134,zapopan,,,ZERO_RESULTS,"CALLE LOS ROBLE 395, LOS ROBLES, 45134, zapopan, México"
FRACC CUSPIDE,SENDA DEL OCOTE,22,45200,zapopan,20.816668,-103.4838407,OK,"SENDA DEL OCOTE 22, FRACC CUSPIDE, 45200, zapopan, México"
SAN RAFAEL,CARLOS GONZALEZ,280,44810,Guadalajara,20.6570889,-103.2966814,OK,"CARLOS GONZALEZ 280, SAN RAFAEL, 44810, Guadalajara, México"
PARQUES DE ZAPOPAN,OPALO,14,45138,zapopan,20.747504,-103.4189965,OK,"OPALO 14, PARQUES DE ZAPOPAN, 45138, zapopan, México"
SANTA FE,EMILIANO ZAPATA,574,45168,zapopan,20.7146168,-103.3916907,OK,"EMILIANO ZAPATA 574, SANTA FE, 45168, zapopan, México"
BEATRIZ HERNANDEZ,MARGARITA GUTIE,3497,44760,Guadalajara,20.6814629,-103.2848051,OK,"MARGARITA GUTIE 3497, BEATRIZ HERNANDEZ, 44760, Guadalajara, México"
