colonia,calle,No.Casa,C.P.,Ciudad,lat,lon,geo_status,direccion_consultada
DIVISION DEL NORTE,TERUEL,3693,44230,Guadalajara,20.7217932,-103.3379969,OK,"TERUEL 3693, DIVISION DEL NORTE, 44230, Guadalajara, México"
BLANCO Y CUELLAR,EMILIO RABAZA,2132,44730,Guadalajara,20.6795279,-103.3046447,OK,"EMILIO RABAZA 2132, BLANCO Y CUELLAR, 44730, Guadalajara, México"
OBLATOS PONIENTE,HACIENDA LA PUR,2415,44700,Guadalajara,20.6958496,-103.2980962,OK,"HACIENDA LA PUR 2415, OBLATOS PONIENTE, 44700, Guadalajara, México"
VALLE DE LOS MOLINOS,BERNA,75,45200,zapopan,20.8557347,-103.4231866,OK,"BERNA 75, VALLE DE LOS MOLINOS, 45200, zapopan, México"
REAL DE VALDEPE?S,CALLE G 1470 TO,1470,45130,zapopan,20.7571926,-103.3969976,OK,"CALLE G 1470 TO 1470, REAL DE VALDEPE?S, 45130, zapopan, México"
EL CENTINELA 2,HIDALGO,310,45187,zapopan,20.7588184,-103.3796682,OK,"HIDALGO 310, EL CENTINELA 2, 45187, zapopan, México"
RESIDENCIAL GUADALUP,MISION SAN PATR,350,45030,zapopan,20.655508,-103.4356686,OK,"MISION SAN PATR 350, RESIDENCIAL GUADALUP, 45030, zapopan, México"
LA PERLA,PEDRO LANDAZURI,733,44360,Guadalajara,20.6828464,-103.3325044,OK,"PEDRO LANDAZURI 733, LA PERLA, 44360, Guadalajara, México"
RANCHO NUEVO,CELERINO NAVARR,4135,44240,zapopan,20.7173252,-103.3226322,OK,"CELERINO NAVARR 4135, RANCHO NUEVO, 44240, zapopan, México"
RESIDENC LA ESTANCIA,WOLFANG AMADEUS,5552,45030,zapopan,,,ZERO_RESULTS,"WOLFANG AMADEUS 5552, RESIDENC LA ESTANCIA, 45030, zapopan, México"
LINDAVISTA,ALLENDE,216,45169,zapopan,20.7225403,-103.3986393,OK,"ALLENDE 216, LINDAVISTA, 45169, zapopan, México"
EL ARENAL,PROLONGACION SA,43,45350,zapopan,20.775698,-103.6951543,OK,"PROLONGACION SA 43, EL ARENAL, 45350, zapopan, México"
JARDINES DE LOS POET,JOSE FERNANDEZ,3365,44820,Guadalajara,20.6482827,-103.2880203,OK,"JOSE FERNANDEZ 3365, JARDINES DE LOS POET, 44820, Guadalajara, México"
GENERAL REAL,MARCONI,17,44400,Guadalajara,20.6682224,-103.3241833,OK,"MARCONI 17, GENERAL REAL, 44400, Guadalajara, México"
VILLA VICENTE GUERRE,ISLA USTICA,3318,44860,Guadalajara,20.6475392,-103.2995395,OK,"ISLA USTICA 3318, VILLA VICENTE GUERRE, 44860, Guadalajara, México"
U H FOVISSSTE ESTADI,LISBOA,28,44307,Guadalajara,,,ZERO_RESULTS,"LISBOA 28, U H FOVISSSTE ESTADI, 44307, Guadalajara, México"
LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,20.6471994,-103.3132516,OK,"AV PRESIDENTE 2235, LOMAS DEL PRADERO, 44840, Guadalajara, México"
INDIGENA D MEZQUITAN,18 DE MARZO,409,45190,zapopan,20.7385176,-103.3320104,OK,"18 DE MARZO 409, INDIGENA D MEZQUITAN, 45190, zapopan, México"
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,20.6951433,-103.2768884,OK,"ROSA RODRIGUEZ 3876, BALCONES DE OBLATOS, 44720, Guadalajara, México"
CIUDAD DEL SOL,QUETZALCOATL,232,45050,zapopan,20.6494332,-103.4073144,OK,"QUETZALCOATL 232, CIUDAD DEL SOL, 45050, zapopan, México"
REVOLUCION SEGUNDA SECCION,REVOLUCION,51,45200,zapopan,20.8271097,-103.4344083,OK,"REVOLUCION 51, REVOLUCION SEGUNDA SECCION, 45200, zapopan, México"
OBLATOS PONIENTE,HACIENDA LA GAV,3208,44700,Guadalajara,,,ZERO_RESULTS,"HACIENDA LA GAV 3208, OBLATOS PONIENTE, 44700, Guadalajara, México"
U H EL ZALATE,JOSE FERNANDEZ,1123,44760,Guadalajara,20.6786279,-103.2740842,OK,"JOSE FERNANDEZ 1123, U H EL ZALATE, 44760, Guadalajara, México"
DIVISION DL NTE ZAP,FRANCISCO VILLA,27,45180,zapopan,20.7327168,-103.3545248,OK,"FRANCISCO VILLA 27, DIVISION DL NTE ZAP, 45180, zapopan, México"
ALTAMIRA,AV AMERICA,580,45160,zapopan,,,ZERO_RESULTS,"AV AMERICA 580, ALTAMIRA, 45160, zapopan, México"
18 DE MARZO,NATIVIDAD MACIA,1326,44960,Guadalajara,20.6333595,-103.369541,OK,"NATIVIDAD MACIA 1326, 18 DE MARZO, 44960, Guadalajara, México"
CONJ LOMAS ALTAS,PASEO DEL ARCO,4098,45128,zapopan,,,ZERO_RESULTS,"PASEO DEL ARCO 4098, CONJ LOMAS ALTAS, 45128, zapopan, México"
TIERRA RESIDENCIAL,SAN MATEO,2010,45200,zapopan,20.8028183,-103.4708175,OK,"SAN MATEO 2010, TIERRA RESIDENCIAL, 45200, zapopan, México"
HDA SAN ISIDRO,LA VILLA,455,45147,zapopan,20.7303804,-103.3977222,OK,"LA VILLA 455, HDA SAN ISIDRO, 45147, zapopan, México"
EL HUMEDO,RIO ACAPONETA,2,45200,zapopan,20.7940686,-103.4916041,OK,"RIO ACAPONETA 2, EL HUMEDO, 45200, zapopan, México"
OBLATOS PONIENTE,HACIENDA DE TAL,2191,44700,Guadalajara,,,ZERO_RESULTS,"HACIENDA DE TAL 2191, OBLATOS PONIENTE, 44700, Guadalajara, México"
LA HACIENDITA,SAN MARTIN,2341,45230,zapopan,20.614487,-103.4510511,OK,"SAN MARTIN 2341, LA HACIENDITA, 45230, zapopan, México"
VILLA UNIVESITARIA,AV PATRIA,1446,45110,zapopan,20.697359,-103.4155674,OK,"AV PATRIA 1446, VILLA UNIVESITARIA, 45110, zapopan, México"
EL BATAN,ANDADOR AGUA AZ,44,45190,zapopan,20.7221877,-103.3438725,OK,"ANDADOR AGUA AZ 44, EL BATAN, 45190, zapopan, México"
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,20.6615108,-103.2837726,OK,"JARDINES DE BAB 20, LA AURORA, 44790, Guadalajara, México"
HOGARES D NVO MEXICO,AV AVIACION,36,45138,zapopan,20.7607636,-103.4394351,OK,"AV AVIACION 36, HOGARES D NVO MEXICO, 45138, zapopan, México"
MIRAVALLE,JOSE JARAMILLO,526,44990,Guadalajara,20.6155611,-103.3527505,OK,"JOSE JARAMILLO 526, MIRAVALLE, 44990, Guadalajara, México"
LA FLORESTA DEL COLLI,BOULEVARD PUERT,26,45116,zapopan,20.7155297,-103.4193903,OK,"BOULEVARD PUERT 26, LA FLORESTA DEL COLLI, 45116, zapopan, México"
EL MANANTIAL S REFOR,AVDE LA PATRIA,202,44470,Guadalajara,20.6220647,-103.3430786,OK,"AVDE LA PATRIA 202, EL MANANTIAL S REFOR, 44470, Guadalajara, México"
"FRACC, LOS MOLINOS",PLATA,70,45200,zapopan,20.8193378,-103.4428879,OK,"PLATA 70, FRACC, LOS MOLINOS, 45200, zapopan, México"
MESA COLORADA PTE,NABO,543,45189,zapopan,20.7630106,-103.346334,OK,"NABO 543, MESA COLORADA PTE, 45189, zapopan, México"
BARRIO ANALCO,ABASOLO,147,44450,Guadalajara,20.6686628,-103.3358207,OK,"ABASOLO 147, BARRIO ANALCO, 44450, Guadalajara, México"
MIRAMAR,BAHIA MAGDALENA,5,45060,zapopan,20.6407578,-103.4490409,OK,"BAHIA MAGDALENA 5, MIRAMAR, 45060, zapopan, México"
DEL FRESNO,CIPRES,1738,44900,Guadalajara,20.6579742,-103.3660875,OK,"CIPRES 1738, DEL FRESNO, 44900, Guadalajara, México"
PRADOS  GUADALUPE,G ROSSINI,428,45030,zapopan,20.6686559,-103.4349445,OK,"G ROSSINI 428, PRADOS  GUADALUPE, 45030, zapopan, México"
VISTA HERMOSA,AV VISTA HERMO,3763,45189,zapopan,20.7595336,-103.3334617,OK,"AV VISTA HERMO 3763, VISTA HERMOSA, 45189, zapopan, México"
OBLATOS,BATALLA DE IZUC,2508,44700,Guadalajara,20.6958496,-103.2980962,OK,"BATALLA DE IZUC 2508, OBLATOS, 44700, Guadalajara, México"
JARDINES DE LA CRUZ,ISLA MADAGASCAR,3111,44950,Guadalajara,20.6386379,-103.3861274,OK,"ISLA MADAGASCAR 3111, JARDINES DE LA CRUZ, 44950, Guadalajara, México"
LOMAS DEL GALLO,FERNANDO SOLIS,1338,44760,Guadalajara,20.6791063,-103.2705275,OK,"FERNANDO SOLIS 1338, LOMAS DEL GALLO, 44760, Guadalajara, México"
VALLE REAL,PASEO SAN ARTUR,685,45019,zapopan,20.724178,-103.4464948,OK,"PASEO SAN ARTUR 685, VALLE REAL, 45019, zapopan, México"
JARDINES DE LA CRUZ,REYES CATOLICOS,2151,44950,Guadalajara,20.6456359,-103.3754284,OK,"REYES CATOLICOS 2151, JARDINES DE LA CRUZ, 44950, Guadalajara, México"
EJIDAL LOMA BONITA,PEDRO MORENO,3308,45085,zapopan,20.6318701,-103.4051802,OK,"PEDRO MORENO 3308, EJIDAL LOMA BONITA, 45085, zapopan, México"
VILLA FONTANA DIAMANTE,AV JADE,86,45200,zapopan,20.8076489,-103.4821394,OK,"AV JADE 86, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 1676, INDEPENDENCIA PTE, 44290, Guadalajara, México"
FRACC CUSPIDE,SAN MATEO 1155,27,45200,zapopan,20.7948552,-103.4680094,OK,"SAN MATEO 1155 27, FRACC CUSPIDE, 45200, zapopan, México"
PARQUE INDUST EL ALA,FUNDICION,2131,44490,Guadalajara,20.6255231,-103.3340945,OK,"FUNDICION 2131, PARQUE INDUST EL ALA, 44490, Guadalajara, México"
SAN ANDRES,AVELINO M PRESA,3335,44810,Guadalajara,20.6611419,-103.2904612,OK,"AVELINO M PRESA 3335, SAN ANDRES, 44810, Guadalajara, México"
ECHEVERRIA,JOSE ROJO,958,44970,Guadalajara,20.6222964,-103.3610115,OK,"JOSE ROJO 958, ECHEVERRIA, 44970, Guadalajara, México"
UNIDAD MEXICO,CDA QUERETARO,278,45120,zapopan,20.6804818,-103.403984,OK,"CDA QUERETARO 278, UNIDAD MEXICO, 45120, zapopan, México"
INF LA TUZANIA,CAPULINES,40,45138,zapopan,20.7318725,-103.4131699,OK,"CAPULINES 40, INF LA TUZANIA, 45138, zapopan, México"
FRACC CUSPIDE,VALLE DE TESIST,198,45200,zapopan,20.7957228,-103.4798676,OK,"VALLE DE TESIST 198, FRACC CUSPIDE, 45200, zapopan, México"
18 DE MARZO,FAJA DE ORO,1783,44960,Guadalajara,20.6350171,-103.3781856,OK,"FAJA DE ORO 1783, 18 DE MARZO, 44960, Guadalajara, México"
COUNTRY CLUB,AV JORGE ALVARE,1535,44610,Guadalajara,,,ZERO_RESULTS,"AV JORGE ALVARE 1535, COUNTRY CLUB, 44610, Guadalajara, México"
CIRCUNVAL VALLARTA,REFORMA,2749,44680,Guadalajara,20.6809709,-103.3854452,OK,"REFORMA 2749, CIRCUNVAL VALLARTA, 44680, Guadalajara, México"
PENAL,PEDRO CELESTINO,482,44730,Guadalajara,20.6676605,-103.3011651,OK,"PEDRO CELESTINO 482, PENAL, 44730, Guadalajara, México"
CAMPO REAL,AV CAMPO REAL P,353,45134,zapopan,20.7853367,-103.4437062,OK,"AV CAMPO REAL P 353, CAMPO REAL, 45134, zapopan, México"
RNDA DE PAZ,ALBANILES,543,44860,Guadalajara,20.6480281,-103.307817,OK,"ALBANILES 543, RNDA DE PAZ, 44860, Guadalajara, México"
EL BATAN,ALCALDE,288,45190,zapopan,20.7208648,-103.3458239,OK,"ALCALDE 288, EL BATAN, 45190, zapopan, México"
FRACC CUSPIDE,CAMINO AL POTRE,1200,45200,zapopan,20.8038746,-103.4967173,OK,"CAMINO AL POTRE 1200, FRACC CUSPIDE, 45200, zapopan, México"
VILLA FONTANA DIAMANTE,FUENTE BRILLANT,1730,45200,zapopan,20.7792911,-103.4708797,OK,"FUENTE BRILLANT 1730, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
ZALATE II,OTILIO GONZALEZ,1116,44760,Guadalajara,20.6793445,-103.2748488,OK,"OTILIO GONZALEZ 1116, ZALATE II, 44760, Guadalajara, México"
HELIODORO HERNANDEZ,MIGUEL SANCHEZ,3789,44720,Guadalajara,20.6948636,-103.2781313,OK,"MIGUEL SANCHEZ 3789, HELIODORO HERNANDEZ, 44720, Guadalajara, México"
PRADOS TEPEYAC,PRADO DE LAS GA,4468,45050,zapopan,,,ZERO_RESULTS,"PRADO DE LAS GA 4468, PRADOS TEPEYAC, 45050, zapopan, México"
POLANQUITO,MIGUEL MACIAS,3653,44969,Guadalajara,,,ZERO_RESULTS,"MIGUEL MACIAS 3653, POLANQUITO, 44969, Guadalajara, México"
VIGIA I,HERRADURA,242,45140,zapopan,20.7327359,-103.3937991,OK,"HERRADURA 242, VIGIA I, 45140, zapopan, México"
VILLAS SAN IGNACIO,PABLO QUIROGA,215,45180,zapopan,20.724594,-103.3668962,OK,"PABLO QUIROGA 215, VILLAS SAN IGNACIO, 45180, zapopan, México"
FRACC CUSPIDE,SENDA DEL OCOTE,22,45200,zapopan,20.816668,-103.4838407,OK,"SENDA DEL OCOTE 22, FRACC CUSPIDE, 45200, zapopan, México"
LAS AGUILAS,RIO TOMATLAN,800,45080,zapopan,20.6259866,-103.4079802,OK,"RIO TOMATLAN 800, LAS AGUILAS, 45080, zapopan, México"
CANTEROS,PRIVADA CANTERO,1564,45190,zapopan,,,ZERO_RESULTS,"PRIVADA CANTERO 1564, CANTEROS, 45190, zapopan, México"
AGRICOLA,DALIA,138,45236,zapopan,20.6164199,-103.4309929,OK,"DALIA 138, AGRICOLA, 45236, zapopan, México"
REAL QUINTAS DEL VALLE,CIRCUITO REAL S,0,45138,zapopan,20.7531188,-103.4361485,OK,"CIRCUITO REAL S 0, REAL QUINTAS DEL VALLE, 45138, zapopan, México"
FRACC PALERMO,MARINA,204,45200,zapopan,20.8156952,-103.4614959,OK,"MARINA 204, FRACC PALERMO, 45200, zapopan, México"
LOMAS DEL PARADERO,LUIS QUINTANAR,746,44840,Guadalajara,20.6501203,-103.3200361,OK,"LUIS QUINTANAR 746, LOMAS DEL PARADERO, 44840, Guadalajara, México"
PARQUES DE ZAPOPAN,OPALO,14,45138,zapopan,20.747504,-103.4189965,OK,"OPALO 14, PARQUES DE ZAPOPAN, 45138, zapopan, México"
SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,,,ZERO_RESULTS,"FELIX BERNARDEL 428, SAN JUAN BOSCO, 44730, Guadalajara, México"
VALLE REAL,AV RAMON CORONA,2748,45019,zapopan,20.7350169,-103.4591247,OK,"AV RAMON CORONA 2748, VALLE REAL, 45019, zapopan, México"
EL BRISE?,PASEO DE LA MAT,200,45236,zapopan,20.6193793,-103.4352826,OK,"PASEO DE LA MAT 200, EL BRISE?, 45236, zapopan, México"
MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,20.6155632,-103.3466663,OK,"HERMENEGILDO BU 4308, MIRAVALLE II, 44990, Guadalajara, México"
LA CAMPESINA,JOSE MARIA SARM,1488,44769,Guadalajara,20.682162,-103.2688117,OK,"JOSE MARIA SARM 1488, LA CAMPESINA, 44769, Guadalajara, México"
EJIDAL LOMA BONITA,PEDRO MORENO,3205,45085,zapopan,20.631308,-103.4017099,OK,"PEDRO MORENO 3205, EJIDAL LOMA BONITA, 45085, zapopan, México"
VIGIA I,DEL CORRAL,604,45140,zapopan,20.7316505,-103.3952503,OK,"DEL CORRAL 604, VIGIA I, 45140, zapopan, México"
MARAVILLA,MESA DEL NORTE,1272,44700,Guadalajara,20.6995569,-103.304327,OK,"MESA DEL NORTE 1272, MARAVILLA, 44700, Guadalajara, México"
SANTA FE,EMILIANO ZAPATA,574,45168,zapopan,20.7146168,-103.3916907,OK,"EMILIANO ZAPATA 574, SANTA FE, 45168, zapopan, México"
VIRREYES RESIDENCIAL,AV NACIONES UNI,6904,45110,zapopan,,,ZERO_RESULTS,"AV NACIONES UNI 6904, VIRREYES RESIDENCIAL, 45110, zapopan, México"
BUGAMBILIAS,PASEO DE LA VIC,4952,45238,zapopan,20.6024902,-103.4469054,OK,"PASEO DE LA VIC 4952, BUGAMBILIAS, 45238, zapopan, México"
VISTA HERMOSA,VISTA BONITA,739,45189,zapopan,20.7621201,-103.3342766,OK,"VISTA BONITA 739, VISTA HERMOSA, 45189, zapopan, México"
VILLA DE GUADALUPE II,PABLO HIPOLITO,45,45189,zapopan,20.7528232,-103.3393454,OK,"PABLO HIPOLITO 45, VILLA DE GUADALUPE II, 45189, zapopan, México"
BOSQUES D L VICTORIA,FAUNA,2765,44540,Guadalajara,20.6446335,-103.3881998,OK,"FAUNA 2765, BOSQUES D L VICTORIA, 44540, Guadalajara, México"
INF LA TUZANIA,AV DE LAS PALME,1246,45138,zapopan,20.7344508,-103.4162516,OK,"AV DE LAS PALME 1246, INF LA TUZANIA, 45138, zapopan, México"
EL BRISE#O,CONSTELACION,7,45236,zapopan,20.622525,-103.4358741,OK,"CONSTELACION 7, EL BRISE#O, 45236, zapopan, México"
SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,,,ZERO_RESULTS,"MELQUIADES CAMP 2289, SANTA ROSA, 44700, Guadalajara, México"
MESA DE LOS OCOTES,BETABEL,23,45189,zapopan,20.765936,-103.3434788,OK,"BETABEL 23, MESA DE LOS OCOTES, 45189, zapopan, México"
TETLAN,JOSE RAMOS,4342,44820,Guadalajara,20.6607945,-103.2718488,OK,"JOSE RAMOS 4342, TETLAN, 44820, Guadalajara, México"
MIRAVALLE,MAURICIO CAMPOS,512,44990,Guadalajara,20.6099475,-103.344742,OK,"MAURICIO CAMPOS 512, MIRAVALLE, 44990, Guadalajara, México"
BOSQUES D L VICTORIA,PENINSULA,2713,44540,Guadalajara,20.6469377,-103.392191,OK,"PENINSULA 2713, BOSQUES D L VICTORIA, 44540, Guadalajara, México"
ALTAMIRA,AV AMERICA,580,45160,zapopan,,,ZERO_RESULTS,"AV AMERICA 580, ALTAMIRA, 45160, zapopan, México"
PARQUE REVOLUCION,AV MIGUEL HIDAL,469,44100,Guadalajara,20.6771079,-103.3492079,OK,"AV MIGUEL HIDAL 469, PARQUE REVOLUCION, 44100, Guadalajara, México"
LA LOMA,LUIS PAEZ BROTC,1574,44410,Guadalajara,20.6606419,-103.3218702,OK,"LUIS PAEZ BROTC 1574, LA LOMA, 44410, Guadalajara, México"
HERMOSA PROVIN ZO TE,ARQUIMIDES,630,44770,Guadalajara,20.6710634,-103.2859073,OK,"ARQUIMIDES 630, HERMOSA PROVIN ZO TE, 44770, Guadalajara, México"
SAN ANDRES,GOMEZ FARIAS,2319,44810,Guadalajara,20.6606171,-103.3015475,OK,"GOMEZ FARIAS 2319, SAN ANDRES, 44810, Guadalajara, México"
VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,zapopan,20.7793015,-103.4709142,OK,"ARENISCA 1896, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
SAN ISIDRO EJIDAL,NUEVO MEXICO,250,45147,zapopan,20.7300734,-103.3976135,OK,"NUEVO MEXICO 250, SAN ISIDRO EJIDAL, 45147, zapopan, México"
LOMAS DE MIRAMAR,PUERTO TAMPICO,80,45060,zapopan,20.6401759,-103.4491199,OK,"PUERTO TAMPICO 80, LOMAS DE MIRAMAR, 45060, zapopan, México"
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 2280, INDEPENDENCIA, 44290, Guadalajara, México"
LA PALMITA,MANUEL GONZALEZ,518,45180,zapopan,20.7299998,-103.3587965,OK,"MANUEL GONZALEZ 518, LA PALMITA, 45180, zapopan, México"
MIRAVALLE II,PEDRO PATINO,643,44990,Guadalajara,,,ZERO_RESULTS,"PEDRO PATINO 643, MIRAVALLE II, 44990, Guadalajara, México"
RESID LAS ARBOLEDAS,AURORA BOREAL N,4170,45070,zapopan,20.6282613,-103.4283633,OK,"AURORA BOREAL N 4170, RESID LAS ARBOLEDAS, 45070, zapopan, México"
5 DE MAYO,RAMON MARQUEZ,362,44970,Guadalajara,20.6248572,-103.3530714,OK,"RAMON MARQUEZ 362, 5 DE MAYO, 44970, Guadalajara, México"
BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,20.7155528,-103.3156425,OK,"PRIV OPALO 17, BOSQUES D LA CANTERA, 44306, Guadalajara, México"
TRANSITO,AV CIRCUNVALANC,479,44298,Guadalajara,,,ZERO_RESULTS,"AV CIRCUNVALANC 479, TRANSITO, 44298, Guadalajara, México"
ARTESANOS,GENERAL EULOGIO,712,44200,Guadalajara,,,ZERO_RESULTS,"GENERAL EULOGIO 712, ARTESANOS, 44200, Guadalajara, México"
RESIDENCIAL AZALEAS,SERVIDOR PUBLIC,1425,45230,zapopan,,,ZERO_RESULTS,"SERVIDOR PUBLIC 1425, RESIDENCIAL AZALEAS, 45230, zapopan, México"
UNIDAD JARDINES SEAT,JARDINES DE LOS,1233,45180,zapopan,20.7361467,-103.3527111,OK,"JARDINES DE LOS 1233, UNIDAD JARDINES SEAT, 45180, zapopan, México"
LOMAS DL PARAISO 1,RAFAEL CARDENAS,290,44250,Guadalajara,20.7248011,-103.3191934,OK,"RAFAEL CARDENAS 290, LOMAS DL PARAISO 1, 44250, Guadalajara, México"
LA ESTRADA,HIDALAGO,6,45200,zapopan,20.7928023,-103.475746,OK,"HIDALAGO 6, LA ESTRADA, 45200, zapopan, México"
VILLAS DE GADALUPE,AV PATRIA,4177,44720,Guadalajara,20.6849705,-103.2719779,OK,"AV PATRIA 4177, VILLAS DE GADALUPE, 44720, Guadalajara, México"
ARENALES TAPATIOS,AV GUADALUPE,132,45066,zapopan,20.6365725,-103.4603705,OK,"AV GUADALUPE 132, ARENALES TAPATIOS, 45066, zapopan, México"
HIGUERILLAS,MARIANO RODRIGU,2669,44470,Guadalajara,20.6327983,-103.3489234,OK,"MARIANO RODRIGU 2669, HIGUERILLAS, 44470, Guadalajara, México"
MESA DE LOS OCOTES,PASEO DE LOS PI,3153,45189,zapopan,,,ZERO_RESULTS,"PASEO DE LOS PI 3153, MESA DE LOS OCOTES, 45189, zapopan, México"
ECHEVERRIA,JOSE ARTEAGA,2985,44970,Guadalajara,20.6256839,-103.3666996,OK,"JOSE ARTEAGA 2985, ECHEVERRIA, 44970, Guadalajara, México"
LOMAS DE MIRAMAR,PUERTO CHAMELA,314,45060,zapopan,20.6386782,-103.4497318,OK,"PUERTO CHAMELA 314, LOMAS DE MIRAMAR, 45060, zapopan, México"
HUENTITAN EL BAJO,VOLCAN FUJIYAMA,4413,44250,Guadalajara,20.7390409,-103.3189799,OK,"VOLCAN FUJIYAMA 4413, HUENTITAN EL BAJO, 44250, Guadalajara, México"
RANCHO NUEVO,DOMINGO RAMIRE,1150,44240,Guadalajara,20.7209179,-103.331296,OK,"DOMINGO RAMIRE 1150, RANCHO NUEVO, 44240, Guadalajara, México"
BENITO JUAREZ,ADOLFO LOPEZ MA,4754,45199,zapopan,20.7313122,-103.3385042,OK,"ADOLFO LOPEZ MA 4754, BENITO JUAREZ, 45199, zapopan, México"
FRACC REAL DEL BOSQUE,CALLE CAMPO REA,371,45130,zapopan,20.7553494,-103.3950919,OK,"CALLE CAMPO REA 371, FRACC REAL DEL BOSQUE, 45130, zapopan, México"
JARDINES DE LA CRUZ,ISLA ASENCION,3108,44950,Guadalajara,20.6375951,-103.3810856,OK,"ISLA ASENCION 3108, JARDINES DE LA CRUZ, 44950, Guadalajara, México"
ARENALES TAPATIOS,CROMITA,69,45066,zapopan,20.6333153,-103.4591793,OK,"CROMITA 69, ARENALES TAPATIOS, 45066, zapopan, México"
MARAVILLA,HACIENDA DE GUA,1124,44700,Guadalajara,20.70084,-103.30447,OK,"HACIENDA DE GUA 1124, MARAVILLA, 44700, Guadalajara, México"
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,,,ZERO_RESULTS,"PRIV LUIS G MON 337, VILLAS SAN IGNACIO, 45180, zapopan, México"
SANTA MARIA,SAN MATEO,1407,44350,Guadalajara,20.6879833,-103.3157372,OK,"SAN MATEO 1407, SANTA MARIA, 44350, Guadalajara, México"
