colonia,calle,No.Casa,C.P.,Ciudad,lat,lon,geo_status,direccion_consultada
LA LOMA,LUIS PAEZ BROTC,1574,44410,Guadalajara,20.6606419,-103.3218702,OK,"LUIS PAEZ BROTC 1574, LA LOMA, 44410, Guadalajara, México"
VILLA FONTANA DIAMANTE,FUENTE GRAFITO,8884,45200,zapopan,20.7794945,-103.4746692,OK,"FUENTE GRAFITO 8884, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,,,ZERO_RESULTS,"CARLOS A CARRIL 527, 1RO DE MAYO 1A SECCI, 44970, Guadalajara, México"
PRADOS TEPEYAC,PRADO DE LAS RO,308,45050,zapopan,,,ZERO_RESULTS,"PRADO DE LAS RO 308, PRADOS TEPEYAC, 45050, zapopan, México"
CAMPO REAL,AV CAMPO REAL P,353,45134,zapopan,20.7853367,-103.4437062,OK,"AV CAMPO REAL P 353, CAMPO REAL, 45134, zapopan, México"
VILLA FONTANA DIAMANTE,AV LAS TORRES,1896,45200,zapopan,20.7793015,-103.4709142,OK,"AV LAS TORRES 1896, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
MARAVILLA,SANTA JULIA,1334,44700,Guadalajara,20.6971899,-103.3050758,OK,"SANTA JULIA 1334, MARAVILLA, 44700, Guadalajara, México"
CIUDAD DEL SOL,QUETZALCOATL,232,45050,zapopan,20.6494332,-103.4073144,OK,"QUETZALCOATL 232, CIUDAD DEL SOL, 45050, zapopan, México"
SAN RAFAEL,CARLOS GONZALEZ,280,44810,Guadalajara,20.6570889,-103.2966814,OK,"CARLOS GONZALEZ 280, SAN RAFAEL, 44810, Guadalajara, México"
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,20.704908,-103.3332698,OK,"ROGELIO BACON 1676, INDEPENDENCIA PTE, 44290, Guadalajara, México"
JARDINES DEL NILO,HERNANDO ALVARA,3254,44860,Guadalajara,20.6436443,-103.2935933,OK,"HERNANDO ALVARA 3254, JARDINES DEL NILO, 44860, Guadalajara, México"
COUNTRY CLUB,AV JORGE ALVARE,1535,44610,Guadalajara,,,ZERO_RESULTS,"AV JORGE ALVARE 1535, COUNTRY CLUB, 44610, Guadalajara, México"
BATALLON SN PATRICIO,CALZADA INDEPEN,503,44300,Guadalajara,20.7164167,-103.3194369,OK,"CALZADA INDEPEN 503, BATALLON SN PATRICIO, 44300, Guadalajara, México"
EL BATAN,ANDADOR AGUA AZ,44,45190,zapopan,20.7221877,-103.3438725,OK,"ANDADOR AGUA AZ 44, EL BATAN, 45190, zapopan, México"
AGRICOLA,OBELISCO,138,45236,zapopan,20.6161301,-103.4323465,OK,"OBELISCO 138, AGRICOLA, 45236, zapopan, México"
COLINAS DEL REY,AV TORREMOLINOS,3500,45130,zapopan,20.7529511,-103.4073257,OK,"AV TORREMOLINOS 3500, COLINAS DEL REY, 45130, zapopan, México"
OBLATOS PONIENTE,HACIENDA DE TAL,2191,44700,Guadalajara,,,ZERO_RESULTS,"HACIENDA DE TAL 2191, OBLATOS PONIENTE, 44700, Guadalajara, México"
18 DE MARZO,FAJA DE ORO,1783,44960,Guadalajara,20.6350171,-103.3781856,OK,"FAJA DE ORO 1783, 18 DE MARZO, 44960, Guadalajara, México"
JARDINES DE LA CRUZ,ISLA ASENCION,3108,44950,Guadalajara,20.6375951,-103.3810856,OK,"ISLA ASENCION 3108, JARDINES DE LA CRUZ, 44950, Guadalajara, México"
VALLARTA SAN JORGE,EUCLIDES,3302,44690,Guadalajara,20.6753011,-103.3981559,OK,"EUCLIDES 3302, VALLARTA SAN JORGE, 44690, Guadalajara, México"
LOS ROBLES,CALLE LOS ROBLE,395,45134,zapopan,,,ZERO_RESULTS,"CALLE LOS ROBLE 395, LOS ROBLES, 45134, zapopan, México"
BARRIO ANALCO,ABASOLO,147,44450,Guadalajara,20.6686628,-103.3358207,OK,"ABASOLO 147, BARRIO ANALCO, 44450, Guadalajara, México"
JARDINES DEL COUNTRY,ENRIQUE DIAZ DE,2336,44210,Guadalajara,,,ZERO_RESULTS,"ENRIQUE DIAZ DE 2336, JARDINES DEL COUNTRY, 44210, Guadalajara, México"
EL MANANTIAL S REFOR,AVDE LA PATRIA,202,44470,Guadalajara,20.6220647,-103.3430786,OK,"AVDE LA PATRIA 202, EL MANANTIAL S REFOR, 44470, Guadalajara, México"
HOGARES D NVO MEXICO,AV AVIACION,36,45138,zapopan,20.7607636,-103.4394351,OK,"AV AVIACION 36, HOGARES D NVO MEXICO, 45138, zapopan, México"
EL ZAPOTE,TEZOZOMOC,4357,45050,zapopan,20.6546308,-103.415381,OK,"TEZOZOMOC 4357, EL ZAPOTE, 45050, zapopan, México"
OBLATOS PONIENTE,HACIENDA LA PUR,2415,44700,Guadalajara,20.6958496,-103.2980962,OK,"HACIENDA LA PUR 2415, OBLATOS PONIENTE, 44700, Guadalajara, México"
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,20.6915829,-103.287272,OK,"HACIENDA DEL CO 3363, ARANDAS, 44720, Guadalajara, México"
RANCHO NUEVO,DOMINGO RAMIRE,1150,44240,Guadalajara,20.7209179,-103.331296,OK,"DOMINGO RAMIRE 1150, RANCHO NUEVO, 44240, Guadalajara, México"
CONDOMINIO MALAGA,AV CENTRAL,1351,45117,zapopan,,,ZERO_RESULTS,"AV CENTRAL 1351, CONDOMINIO MALAGA, 45117, zapopan, México"
LA ESPERANZA,IGUALDAD,186,44300,Guadalajara,20.7097772,-103.319574,OK,"IGUALDAD 186, LA ESPERANZA, 44300, Guadalajara, México"
ARANDAS,HACIENDA LA ERR,1877,44720,Guadalajara,20.6886638,-103.2887465,OK,"HACIENDA LA ERR 1877, ARANDAS, 44720, Guadalajara, México"
BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,,,ZERO_RESULTS,"GAZA 1333, BEATRIZ HERNANDEZ, 44760, Guadalajara, México"
SANTA ELENA,ASTURIAS,1581,44230,Guadalajara,20.714497,-103.3376018,OK,"ASTURIAS 1581, SANTA ELENA, 44230, Guadalajara, México"
AMERICANA,COLONIAS,221,44160,Guadalajara,20.6727444,-103.3658586,OK,"COLONIAS 221, AMERICANA, 44160, Guadalajara, México"
PANORAMICA HUENTITAN,CALZADA,4500,44259,Guadalajara,20.7337268,-103.3077413,OK,"CALZADA 4500, PANORAMICA HUENTITAN, 44259, Guadalajara, México"
BLANCO Y CUELLAR,EMILIO RABAZA,2132,44730,Guadalajara,20.6795279,-103.3046447,OK,"EMILIO RABAZA 2132, BLANCO Y CUELLAR, 44730, Guadalajara, México"
HELIODORO HERNANDEZ,CELIA PACHECO,3713,44720,Guadalajara,20.6963895,-103.2787599,OK,"CELIA PACHECO 3713, HELIODORO HERNANDEZ, 44720, Guadalajara, México"
ARENALES TAPATIOS,AV GUADALUPE,132,45066,zapopan,20.6365725,-103.4603705,OK,"AV GUADALUPE 132, ARENALES TAPATIOS, 45066, zapopan, México"
REAL DE VALDEPE?S,RINCONADA DEL C,1327,45130,zapopan,20.756436,-103.400611,OK,"RINCONADA DEL C 1327, REAL DE VALDEPE?S, 45130, zapopan, México"
RESID LAS ARBOLEDAS,AURORA BOREAL N,4170,45070,zapopan,20.6282613,-103.4283633,OK,"AURORA BOREAL N 4170, RESID LAS ARBOLEDAS, 45070, zapopan, México"
VILLAS SAN IGNACIO,PABLO QUIROGA,215,45180,zapopan,20.724594,-103.3668962,OK,"PABLO QUIROGA 215, VILLAS SAN IGNACIO, 45180, zapopan, México"
LA MOJONERA,DE BARAJAS,425,45134,zapopan,20.7883713,-103.4502935,OK,"DE BARAJAS 425, LA MOJONERA, 45134, zapopan, México"
OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,20.6958496,-103.2980962,OK,"HDA LAS CRUCES 2158, OBLATOS PONIENTE, 44700, Guadalajara, México"
PARQUES DE ZAPOPAN,OPALO,14,45138,zapopan,20.747504,-103.4189965,OK,"OPALO 14, PARQUES DE ZAPOPAN, 45138, zapopan, México"
FRACC CUSPIDE,SENDA DEL OCOTE,22,45200,zapopan,20.816668,-103.4838407,OK,"SENDA DEL OCOTE 22, FRACC CUSPIDE, 45200, zapopan, México"
PARAISOS DEL COLLY,GALEANA,1068,45069,zapopan,20.6508689,-103.4549679,OK,"GALEANA 1068, PARAISOS DEL COLLY, 45069, zapopan, México"
FRACC HACIENDA LAS PALOMAS,CALLE DEL AGUA,365,45200,zapopan,20.8045017,-103.471341,OK,"CALLE DEL AGUA 365, FRACC HACIENDA LAS PALOMAS, 45200, zapopan, México"
LA PERLA,PEDRO LANDAZURI,733,44360,Guadalajara,20.6828464,-103.3325044,OK,"PEDRO LANDAZURI 733, LA PERLA, 44360, Guadalajara, México"
RESIDENCIAL AZALEAS,SERVIDOR PUBLIC,1425,45230,zapopan,,,ZERO_RESULTS,"SERVIDOR PUBLIC 1425, RESIDENCIAL AZALEAS, 45230, zapopan, México"
"FRACC, LOS MOLINOS",CTO OBSIDIANA,39,45200,zapopan,20.8476145,-103.4219418,OK,"CTO OBSIDIANA 39, FRACC, LOS MOLINOS, 45200, zapopan, México"
U H FOVISSSTE ESTADI,LISBOA,28,44307,Guadalajara,,,ZERO_RESULTS,"LISBOA 28, U H FOVISSSTE ESTADI, 44307, Guadalajara, México"
U H LAZARO CARDENAS,OTHON BLANCO CA,4087,44490,Guadalajara,,,ZERO_RESULTS,"OTHON BLANCO CA 4087, U H LAZARO CARDENAS, 44490, Guadalajara, México"
FEDERALISMO,MONTE HIMALAYA,1416,44350,Guadalajara,20.6915679,-103.3171196,OK,"MONTE HIMALAYA 1416, FEDERALISMO, 44350, Guadalajara, México"
SAN VICENTE,MONTES MARCIANO,2173,44330,Guadalajara,20.7037749,-103.3160088,OK,"MONTES MARCIANO 2173, SAN VICENTE, 44330, Guadalajara, México"
EL FORTIN,ALAMO,1359,45066,zapopan,20.6311593,-103.4835357,OK,"ALAMO 1359, EL FORTIN, 45066, zapopan, México"
LA FLORESTA DEL COLLI,BOULEVARD PUERT,5430,45116,zapopan,20.7155297,-103.4193903,OK,"BOULEVARD PUERT 5430, LA FLORESTA DEL COLLI, 45116, zapopan, México"
LAS AGUILAS,RIO TOMATLAN,800,45080,zapopan,20.6259866,-103.4079802,OK,"RIO TOMATLAN 800, LAS AGUILAS, 45080, zapopan, México"
RANCHO NUEVO,CELERINO NAVARR,4135,44240,zapopan,20.7173252,-103.3226322,OK,"CELERINO NAVARR 4135, RANCHO NUEVO, 44240, zapopan, México"
TETLAN,JOSE RAMOS,4342,44820,Guadalajara,20.6607945,-103.2718488,OK,"JOSE RAMOS 4342, TETLAN, 44820, Guadalajara, México"
AGRICOLA,DALIA,138,45236,zapopan,20.6164199,-103.4309929,OK,"DALIA 138, AGRICOLA, 45236, zapopan, México"
BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,20.7155528,-103.3156425,OK,"PRIV OPALO 17, BOSQUES D LA CANTERA, 44306, Guadalajara, México"
JARDINES DE LOS POET,JOSE FERNANDEZ,3365,44820,Guadalajara,20.6482827,-103.2880203,OK,"JOSE FERNANDEZ 3365, JARDINES DE LOS POET, 44820, Guadalajara, México"
TALPITA,SANTO TOMAS,1786,44719,Guadalajara,20.6835307,-103.3103183,OK,"SANTO TOMAS 1786, TALPITA, 44719, Guadalajara, México"
JARDINES DEL NILO,MANUEL RIVERA C,2818,44860,Guadalajara,20.6446505,-103.2885224,OK,"MANUEL RIVERA C 2818, JARDINES DEL NILO, 44860, Guadalajara, México"
ARTESANOS,GENERAL EULOGIO,712,44200,Guadalajara,,,ZERO_RESULTS,"GENERAL EULOGIO 712, ARTESANOS, 44200, Guadalajara, México"
VILLA FONTANA DIAMANTE,AV JADE,86,45200,zapopan,20.8076489,-103.4821394,OK,"AV JADE 86, VILLA FONTANA DIAMANTE, 45200, zapopan, México"
HDA SAN ISIDRO,EJIDO,570,45147,zapopan,20.7311616,-103.398173,OK,"EJIDO 570, HDA SAN ISIDRO, 45147, zapopan, México"
ELECTRICISTAS,RAMOS ARIZPE,451,44810,Guadalajara,,,ZERO_RESULTS,"RAMOS ARIZPE 451, ELECTRICISTAS, 44810, Guadalajara, México"
EL HUMEDO,RIO ACAPONETA,2,45200,zapopan,20.7940686,-103.4916041,OK,"RIO ACAPONETA 2, EL HUMEDO, 45200, zapopan, México"
ARENALES TAPATIOS,DIAMANTE,114,45066,zapopan,20.6340227,-103.4564579,OK,"DIAMANTE 114, ARENALES TAPATIOS, 45066, zapopan, México"
LOS ALMENDROS,ANTONIO GARCIA,3912,44240,Guadalajara,20.7144294,-103.3297904,OK,"ANTONIO GARCIA 3912, LOS ALMENDROS, 44240, Guadalajara, México"
ARTESANOS,INDEPENDENCIA,919,44200,Guadalajara,,,ZERO_RESULTS,"INDEPENDENCIA 919, ARTESANOS, 44200, Guadalajara, México"
MORELOS,PELICANO,1272,44910,Guadalajara,20.6492816,-103.3565418,OK,"PELICANO 1272, MORELOS, 44910, Guadalajara, México"
ZONA INDUSTRIAL SUR,CALLE 16,2526,44940,Guadalajara,20.6380989,-103.3609312,OK,"CALLE 16 2526, ZONA INDUSTRIAL SUR, 44940, Guadalajara, México"
AGRICOLA,DALIA,138,45236,zapopan,20.6164199,-103.4309929,OK,"DALIA 138, AGRICOLA, 45236, zapopan, México"
ARENALES TAPATIOS,CROMITA,69,45066,zapopan,20.6333153,-103.4591793,OK,"CROMITA 69, ARENALES TAPATIOS, 45066, zapopan, México"
SAN MARCOS,CANTERA,819,44330,Guadalajara,20.6966917,-103.3150026,OK,"CANTERA 819, SAN MARCOS, 44330, Guadalajara, México"
EJIDAL LOMA BONITA,PEDRO MORENO,3205,45085,zapopan,20.631308,-103.4017099,OK,"PEDRO MORENO 3205, EJIDAL LOMA BONITA, 45085, zapopan, México"
VICTOR HUGO,PRIVADA COLON,150,45190,zapopan,20.7212215,-103.3545682,OK,"PRIVADA COLON 150, VICTOR HUGO, 45190, zapopan, México"
LA HACIENDITA,SAN MARTIN,2341,45230,zapopan,20.614487,-103.4510511,OK,"SAN MARTIN 2341, LA HACIENDITA, 45230, zapopan, México"
FRACC MIRADOR D SN I,AV INDUSTRIA TE,2030,45133,zapopan,20.7539705,-103.3896942,OK,"AV INDUSTRIA TE 2030, FRACC MIRADOR D SN I, 45133, zapopan, México"
JARDINES DE STA ISAB,COMBATE DE SACR,228,44300,Guadalajara,,,ZERO_RESULTS,"COMBATE DE SACR 228, JARDINES DE STA ISAB, 44300, Guadalajara, México"
SAN ANDRES,GOMEZ FARIAS,2319,44810,Guadalajara,20.6606171,-103.3015475,OK,"GOMEZ FARIAS 2319, SAN ANDRES, 44810, Guadalajara, México"
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,20.6615108,-103.2837726,OK,"JARDINES DE BAB 20, LA AURORA, 44790, Guadalajara, México"
REAL QUINTAS DEL VALLE,CIRCUITO REAL S,0,45138,zapopan,20.7531188,-103.4361485,OK,"CIRCUITO REAL S 0, REAL QUINTAS DEL VALLE, 45138, zapopan, México"
LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,20.6471994,-103.3132516,OK,"AV PRESIDENTE 2235, LOMAS DEL PRADERO, 44840, Guadalajara, México"
CONJ LOMAS ALTAS,PASEO DEL ARCO,4098,45128,zapopan,,,ZERO_RESULTS,"PASEO DEL ARCO 4098, CONJ LOMAS ALTAS, 45128, zapopan, México"
LA FLORIDA,FLORAL,15,45234,zapopan,20.5994925,-103.427324,OK,"FLORAL 15, LA FLORIDA, 45234, zapopan, México"
LA VENTA DEL ASTILLE,JILGEROS,33,45221,zapopan,20.7321971,-103.5392887,OK,"JILGEROS 33, LA VENTA DEL ASTILLE, 45221, zapopan, México"
